row_id,split,label,text,hindi_text,hindi_abuse,hinglish_abuse,score_delta,attempts
train-13,train,1,"Tumhare peechey padhe hain, bahut saare namune hai. Kisiko toh friend request accept karo 😂😂😂😂🤣😂😀😀😀😁😁",तुम्हारे पीछे पड़े हैं  बहुत सारे नमूने हैं   किसी का तो फ्रेंड रिक्वेस्ट एक्सेप्ट कर लो😂😂😂😂🤣😂😀😀😀😁😁,0.0098,0.7099,-0.7001,1
train-14,train,0,Teri ma ki chut diali,तेरि माँ किचुत सालि,0.9984,0.997,0.0014,1
train-15,train,1,Super very good kala chashma,सुपर वेरी गुड काला चश्मा,0.0046,0.0054,-0.0008,1
train-16,train,0,"Suchiyaan itni sexy hai, chut kitni mast hogi tumhari",सूचियां इतनी सेक्सी हैं चूत कितनी मस्त होगी तुम्हारी,0.9993,0.9992,0.0,1
train-17,train,1,"Tu sundar dikhate ho, nakhuda khala",सुंदर दिसतेस तू नाद खुळा,0.0048,0.9899,-0.9852,1
train-18,train,1,Nose clean ho jata hai kya aisa karne se?,नाक क्लीन हो जाता क्या ऐसा करने से,0.0075,0.154,-0.1465,1
train-20,train,1,Masjid mil jayegi ek na ek din,मजीद मिली एक ना एक दिन,0.0054,0.0051,0.0003,1
train-21,train,1,Aapne sahi kaha. DNA test karke har ek Bharat me haraam ki kamai wale haraamkhore ko nikalna chahiye.,आपने सही कहा।डीएनए जांच करके एक एक भारत में हराम की कमाई खाते पड़े हरामखोर को निकालना चाहिए।,0.9976,0.9774,0.0202,1
train-23,train,0,"Aajkal bacche jawan ho raha hai aur kapade chhote ho raha hai, isse bade kapade toh shayad paanch saal ke bacche pehna raha hai. Aajkal ki pedgi ko padhne likhne ki zaroorat nahi hai, har karta toh aap log jahil, anpadh, gawar wale se badera karta hai.",आजकल बच्चे जवान हो रहे है और कपड़े छोटे हो रहे है इससे बड़े कपड़े तो शायद पांच साल के बच्चे पहनते है आजकल की पीढ़ी को पढ़ने लिखने की जरूरत नही है हरकते तो आप लोग जाहिल.अनपढ़ . गवार  वालो से बदतर करते हो,0.9982,0.994,0.0041,1
train-22,train,0,"Arey O cute baby, taqat to bahut se posters par lkhana vyakt karke, bicharepan diwane ki kuch T B patient nahi jo kosika ki thoda chhupane ki kosish kidhar se I I I I karte rehho koi kosika karo bhai, kangle nahi ho aye da banda banke peda khaate ho gud morining kisi ke muh mein haath mat daalo baat bulwane ke remake baby babli banti natk kam karo kattee kattee kattee karo kattee",अरे  ओ  क्यूट  बेबी  ताकत  तो  बहुत  से  पोस्टर पर लखाण विचार व्यक्त करके   बिचारेपन दीवाने की  कुछ    टी  बी  पेशंट नहीं   जो  कोशिक कि    थोड़ा  छुपाने कि  कोशीस किधर से  आई  आई   आई आई  करते रहो  कोई    कोशीक  करो       भाई  कांगले नहीं हो     ऐ डा बनके पेड़ा  खाते हो गुड़ मोरनिंग   किसी के  मुंह में  हाथ मत डालो  बात  बुलवाने के रीमेक    बेबी   बबली  बंटी    नाटक कम करो   कटी  कटी कटी   करो   कटी,0.998,0.9803,0.0177,1
train-24,train,0,"Puri nangi ho kar video banao, song sab like karenge",पूरी नंगी होकर वीडियो बनाओ गीत सब लाइक करेंगे,0.9992,0.9913,0.0078,1
train-25,train,0,"Saathe ki chutri hai, kuch bhi kya sakta hai",सत्ता की कुर्सी है कुछ भी क्या सकती है,0.9681,0.9931,-0.0249,2
train-26,train,0,"Kitni girri hui aurat hai tu, teri mei sharmanak chiz hi nahi hai. Kaun si aurat hai teri jo sharmanak sab kuch karta hai. Tum characterless aurat ho, aur sabko badnam karne ki koshish karta hai. Tu besharm aurat ho, bazaar wali aurat, randi ho.",कितनी गिरी हुई औरत है तुझ में थोड़ी भी शर्म नाम की चीज नहीं है क्या कैसी औरत है तू थोड़ी भी शर्म कर यह सब करके तुम क्या करना चाह रही हो तुम तो करैक्टर लेस औरत हो ही साथ ही तुम सब को बदनाम करना चाहती हो बेशर्म औरत तुम बाजारू औरत हो रंडी हो तुम,0.9992,0.9939,0.0054,1
train-29,train,0,"Tum bas ye hi karo, terrorist ban jao","तुम बस यही करो , आतंकवादी बनो",0.9901,0.9831,0.0071,1
train-27,train,0,Hijab isliye dhake rehte ho ki kahi kisi ke saath mukh maar kar to nahi aayi hai aur sarokar free to dekar dekho Hindustan se ek bhi hijab nahe rahega jai hind jai bharat 🙏🙏🙏,हिजाब इसलये धके रहते हो कि कही किसी के साथ मुह मार कर तो नही आई है और सरकार फ्री तो देकर देखो हिंदुस्तान से एक भी हिजाब नही रहेगा जय हिन्द जय भारत 🙏🙏🙏,0.9969,0.9873,0.0096,1
train-31,train,0,Yeh to pahle se tuta hua hai ve jhaadu bhosdri ke,यह तो पहले से टूटा हुआ हैवी झाडू भोसड़ी के,0.9993,0.9825,0.0168,1
train-28,train,1,"Adarsh falani ji, aapke mubaaraka paon ke beech jo darwaza-e-jannat hai, usme ye naacheez apne auzar-e-tabusum ki daakhila-e-gachagch ki izajat chahta hai.. 😝😜😝😜 👉","आदरणीय फलानी जी   आपके मुबारक पावों के बीच जो दरवाज़ा-ए-जन्नत है , उसमे ये नाचीज़ अपने औज़ार-ए-तबसुम की दाखिला-ए-गचागच की इज़ाज़त चाहता है.. 😝😜😝😜 👉",0.0072,0.0257,-0.0184,1
train-30,train,1,"Dil ko sabke liye pattaar banake rakhaya hai, bas meri yaad ko jevar banake rakhaya hai...!! Jiska tum ladki samjhte ho ""jadugarani"" hai, jaane kitno ko kabootar banake rakhaya hai..!! 😊","दिल को सबके लिए पत्थर बना के रखा है बस मेरी याद को जेवर बना के रखा है ... !!  जिसको तुम लड़की समझते हो ""जादूगरनी"" है जाने कितनो को कबुतर बना के रखा है ..!!😊",0.0121,0.0272,-0.0151,1
train-32,train,1,Chai ka paisa Modi ji de denge haan naa,चाय का पैसा मोदी जी देंगे हां ना,0.0051,0.0425,-0.0374,1
train-34,train,1,Nahi ji bilkul bure nahi ho aap to ma ki ladalaye bete ho jo chod gaye jaye do.❤️❤️,नहीं जी बिल्कुल बुरे नहीं हो आप तो मां के लाडले बेटे हो जो छोड गये जाने दो।❤️❤️,0.1552,0.9977,-0.8425,1
train-35,train,1,Bahut accha performance.,बहुत ही अच्छा प्रदर्शन।,0.005,0.0061,-0.0011,1
train-33,train,0,Behen ki lodi randi,बहन की लोहड़ी रंडी,0.9993,0.9743,0.0249,2
train-38,train,0,"In saale ke ghar hain toh is desh ko loot liya, barbaad kar diya",इन साले के खानदान है तो इस देश को लूट लिया बर्बाद कर दिया,0.9972,0.9963,0.0009,1
train-36,train,1,"Jise achhi aurat mil jati hai, vo admi uski kabhi kadam nahi karta hai didi. Pata nahi khuda bhi auraton ki ais ki kismat ko aise hi likh deta hai ke8ke8",जिसे अच्छी औरत मिल जाती वो आदमी उसकी कभी कदर नही करता है दीदी  पता नही भगवान भी औरतों  की ऐसी किस्मत की यू लिख देता है  के8के8,0.0126,0.0159,-0.0033,1
train-39,train,1,"Bhaiya bola bahan pyari, tu hai meri ra jadulari, aanch na aane dunga tujhe, ye meri hai wada tujhse!","भैया बोला बहना प्यारी, तू है मेरी रा जदुलारी, आंच ना आ ने दूंगा तुझ पे ये मेरा है वादा तुझसे!",0.0053,0.0063,-0.001,1
train-42,train,0,Dharah 302 lagao saale par,धारा 302 लगा दो साले पर,0.9908,0.9919,-0.0011,1
train-41,train,0,"Ye ko kisanon ke badre ham dard banate hai, yahi log 1 rupee kg rate badh jaye toh hazaar ki tarah nanga naachte hain.","ये को किसानों के बड़े  हम दर्द बनते है ,,यही लोग १ रुपया किलो रेट bdh जाने पर हिजरो की तरह नंगा नाच करते हैं।",0.9982,0.958,0.0402,1
train-44,train,1,"Gajab madam ji, vo kya baat hai ji❤️❤️❤️❤️❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️",गजब मेडम जी वो क्या बात है जी❤️❤️❤️❤️❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️,0.0043,0.0043,0.0,1
train-45,train,1,Kutte ke bhi nasheeb dekho. 😍😍😍😝😝,कुत्ते के भी नसीब देखो।😍😍😍😝😝,0.697,0.9572,-0.2602,1
train-43,train,0,Chor jeete ya daku apne ko kya desh ko sab loot raha hai,चोर जीते या डाकू अपने को क्या देश को तो सभी लूट रहे हैं,0.9982,0.9638,0.0344,2
train-46,train,1,TV aur mobile se... thanks🙏💕.,टीवी📺 और मोबाईल से.... धन्यवाद🙏💕.,0.0046,0.0073,-0.0026,1
train-48,train,1,"Ek kanzu apne bacche ko mat pita, padhosa ne pucha - kyun pita hai? Kanzu - isko bola ek seedee chhodkar chadh, chappal kam ghidegi. Nalaayak 2 seedhee chhodkar chadha, paajama faad diya. 😄🤣","""एक कंजूस अपने बच्चे को पिट रहा था😋 पड़ोसी ने पूछा- क्यों पीट रहे हो😈  कंजूस-इसको बोला एक सीढी छोड़कर चढ़, चप्पल कम घिसेगी😛  नालायक 2 सीढ़ी छोड़कर चढ़ा, पाजामा फाड़ दिया.😳🤣🤣🤣🤣🤣",0.9749,0.9886,-0.0137,1
train-50,train,0,"Duniya me chutiyo ki kami nahi hai, ek dundho to saau milega. Hopless",दुनिया में चुतियो की कमी नहीं है l एक धुंडो तो सौ मिल जाते है l Hopless,0.9991,0.9992,-0.0001,1
train-51,train,1,"Comment padhkar maza a gaya, main to comment padhne aaya hoon aur hamare jaise kon-kon hai comment padhne wale",कमेंट पढ़ कर मजा आ गया मैं  तो कमेंट पढ़ने आया हूं और हमारे जैसे कौन-कौन है कमेंट पढ़ने वाले,0.0082,0.9943,-0.986,1
train-54,train,1,"Aap ruko, bahut paisa kam lia",आप रूकजाओ बहुत पेसा कमा लीया,0.0049,0.005,-0.0,1
train-53,train,1,Aajad desh Bharat me jitni mehila aajad hai. Sayad duniya me kahin nahi hogi. Bas farak itna hai ki ameer ghar se lekar office tak har jagah aajad hai. Aur wahi gareeb inki zuthan saaf karna se lekar lateeing bathroom saaf karte gulam hai. Ameer aajad hai. Gareeb gulam hai.,🙏🙏आजाद देश भारत मे जितनी महीलाऐ आजाद हैं।सायद दूनिया मे कही नही होगीं।बस फर्क इतना है। कि अमीर घऱ से लेकर ओफिस तक हर जगह आजाद है।और वही गरीब इनकी झुठन साफ करने से लेकर ले्टीगं बाथरूम साफ करके गुलाम हैं। अमीर आजाद है। गरीब गुलाम है।🙏🙏,0.0048,0.9956,-0.9907,1
train-55,train,0,"Thik hue chodne ke bechayega nahi aata hai iske bare, jab dil ko kahin araam nahi ho sakta❤️",ठीक हुए चोदने के बेचाब नहीं आता है इसके बारे जब दिल को कहीं आराम नहीं सकता❤️,0.9984,0.9992,-0.0008,1
train-57,train,1,Log kaise Congress ke 70 saal ke bali daan ko bhool sakte hain,लोग कैसे कांग्रेस के 70 साल के बलिदान को भूल सकते है,0.0237,0.0197,0.0039,1
train-56,train,1,Main aapke YouTube channel dekhti hoon aur aap jo is tarah aam par hi videos banate ho aur Snapchat par main bahut sare videos dekhti hoon aur aap bahut acche videos banate ho aur bahut mehnat karte ho isliye aise hi mehnat karo,मैं आपका यूट्यूब चैनल देखती हूं और आप जो इस तरह आम पर ही वीडियो बनाते हो और स्नैपचैट पर में बहुत सारी वीडियोस देखती हूं और आप बहुत अच्छी वीडियो करा बनाते हो और बहुत मेहनत करते हो इसलिए ऐसे ही मेहनत,0.0076,0.9779,-0.9703,1
train-58,train,1,Kurkure kha ke roye 🤭🤪🍎,कुरकुरे खाया करो 🤭🤪🍎,0.0143,0.0165,-0.0022,1
train-60,train,0,"Isliye pehle paise kamao phir ghumna, saale sab baat karte rehenge",🙏इसलिए घूमने से पहले पैसा कमा साले सब बात करेंगे🙏,0.9704,0.9622,0.0082,1
train-61,train,1,"Sari hamara Indian dress hai, ispe ban kaise lag sakti hai, is restaurant ko band kar diya jaaye","साड़ी हमारा भारतीय परिधान है ,इस पर रोक कैसे हो सकती है, यह रेस्टोरेंट बंद करा जाए",0.0053,0.9699,-0.9646,1
train-62,train,1,Koi online hai to kam se kam good afternoon bol do ji 🍫🍫🍫🍫🍫,कोई आनलाईन है तो कम से कम गुड आफ्टरनून बोल दो जी 🍫🍫🍫🍫🍫,0.0042,0.0043,-0.0,1
train-63,train,0,Kutti kutti kutti pari hai tu,कुट्टी कुट्टी कुट्टी परी है तू,0.9988,0.999,-0.0002,1
train-64,train,0,"Kuch log to aisi adat rakhte hai ki kutte pagal ho jaye tab bhi usko palti rakhna chahte hai, chahe kutte ko kattne ki suin lagan padhe","कुछ जनता की आदत है,कि कुत्ता पागल हो जाय तब भी उसको पालते रहते चाहें कुत्ता काटने की सुई लगवानी पड़े",0.9776,0.9853,-0.0077,1
train-66,train,1,Love forever. One sided ka koi idea nahi aaya hai.,लव फोर इवर।वन साइडेड की कल्पना नहीं आ रही है,0.0056,0.0183,-0.0128,1
train-65,train,1,"Dev se puchho, Anjali kuch na kehna, chup rehna dekhna, dhadkan keh rahi hain",देव से पूछो अंजलि कुछ ना कहो चुप ही रहो देखो धड़कन कहती है,0.0061,0.03,-0.024,1
train-68,train,1,"Dil todke hansi thi meri wafa, maine uski yaad kar li hai",दिल तोड़ के हंसती है मेरा वफाऐ मुझे याद करेगी,0.0057,0.0951,-0.0894,1
train-69,train,0,"Aap yeh video delete kardo, yeh video sahi nahi hai",आप ये वीडियो डिलीट कर दीजिए ये वीडियो सही नहीं है,0.9643,0.9965,-0.0323,1
train-70,train,0,Aapke maang me sindoor bhi nazar a raha hai.,आपके मांग में सिंदूर भी नजर आ रहा है।,0.0091,0.0049,0.0042,1
train-71,train,0,Ekdam chutiya khola kar dikhaye to tum kitna badiya rehate hain hamara ja,एकदम चुटिया खोल कर दिखा दे तू तो कितना बढ़िया रहते हमार जा,0.9993,0.9993,-0.0,1
train-72,train,1,Sun sun nache lori ki dhaun,सुन सुन नन्हे लोरी की धुन,0.0048,0.0257,-0.0209,1
train-73,train,0,Video par jo likha hai uske bap ko dse aur video bana diya hai teri maa ki chut,वीडियो पर जो लिखा है असके बाप को डसे और विडियो बनाया है तेरी मां कि चुत,0.9992,0.9991,0.0001,1
train-74,train,1,Padhoge to jaroor padh paoge. Kuch aur karne se achha syllabus hi khatam kar jaoge,पढ़ोगे तो जरूर पढ़ पाओगे ।  कुछ और करने से अच्छा सिलेबस ही खतम कर जाओगे,0.0095,0.0108,-0.0014,1
train-76,train,1,Bahut-bahut cute lag rahi ho ji,बहुत बहुत सुन्दर लग रही हो जी,0.0048,0.0073,-0.0024,1
train-75,train,1,Maine bhi aapki video share kar di hai ji haan dost aap 💝💝💝💝❣️❣️❣️💖💖👌👌👌🌹🌹🌹,मैंने भी आपकी वीडियो शेयर कर दिया है जी हां दोस्त आप 💝💝💝💝❣️❣️❣️💖💖👌👌👌🌹🌹🌹,0.0043,0.0043,0.0,1
train-78,train,1,Bolo Sakkshi ji kitne saal ki ho,बोलो साक्षी जी कितने साल की हो,0.0053,0.026,-0.0207,1
train-77,train,0,Sale kute tu Congressi chamcha hai,साले कुते तू कॉग्रेसी चमचा है,0.9993,0.9933,0.0059,2
train-80,train,1,Password dena ke baad v trust nahi hota logo ko,पासवर्ड देने के बाद v ट्रस्ट n होता लोगो को,0.0055,0.0113,-0.0058,1
train-79,train,1,"Dekho jab tum sab bahut dukhi ho, bahut udas, bohot paresan ho aur chinta chilka chilka ke keh rahi hai ki ab kuch nahi ho sakta tumhara marne ka man aur jab tumhe lagne lage ki zindagi sala ab kuch nahi bacha hai tab us samay mujhe yaad karo",👉👉देखो जब तुम सब बहुत दुखी हो बहुत उदास खूब परेशान हो  और चिंता चीख चीख कर कह रही। है की 👉अब कुछ नहीं हो सकता तुम्हारा मरने   का मन और जब तुम्हे लगने लगे की जिंदगी साला अब कुछ नहीं बचा है 👉तब उस  समय मुझे याद करो,0.0097,0.959,-0.9494,1
train-81,train,1,"Kare ke ped par patta nahi, aisa ped sabji ka nahi hota ki patte nahi hote har sabji me. Patte rehte hai.",केर के पेड़ पड़ पत्ता नही  ऐसा पेड़ सब्जी का होता नही की पपत्ते ना हो हर सब्जी में। पत्ता रहता है,0.0075,0.0246,-0.0171,1
train-82,train,1,Bata do na dil me kya hai tumhare,बता दो ना दिल में क्या है तुम्हारे,0.0056,0.9499,-0.9443,1
train-83,train,1,"Kuch toh jaadu hai Sange... aap ki in ankho mein ❤️ jab se in ankho ko dekha hai ""Rahi"" kuch aur toh dikhta he nahi 😊😊","कुछ तो जादू है सांवरे ... आप की इन आंखों में ❤️ जब से इन आंखों को देखा है"" राही"" कुछ और दिखता ही नहीं 😊😊",0.0052,0.0241,-0.0188,1
train-85,train,1,"Bhai, thala chahiye",भाई  ताला चाहिए,0.0054,0.0057,-0.0003,1
train-86,train,0,"Aise hi apni jawani dikho, tabhi tum jaise ladki ko dekhke koi ladka bigda hai",ऐसे ही अपना जवानी दिखाओ तभी तुम जैसे लड़की को देख कर कोई लड़का बिगड़ता है,0.9966,0.9968,-0.0001,1
train-87,train,1,Tai khup sundar 👌👌🌹🌹,ताई खुप सुंदर 👌👌🌹🌹,0.0045,0.0093,-0.0048,1
train-84,train,1,"Ab tabiyat kaisi hai beta, ab toh ache doctor ko dikha lo, acha nahi hai pata na kya kare tabiyat ki yaar, apne beta ko toh ache se dikkat hai, tabiyat ko toh ache se dikkat hai, tabiyat ko toh ache se dikkat hai, tabiyat ko toh ache se dikkat hai, tabiyat ko toh ache se dikkat hai, tabiyat ko toh ache se dikkat hai, tabiyat ko toh ache se dikkat hai, tabiyat ko toh ache se dikkat hai, tabiyat ko toh ache se dikkat hai, tabiyat ko toh ache se dikkat hai, tabiyat ko toh ache se dikkat hai, tabiyat ko toh ache se dikkat hai, tabiyat ko toh ache se dikkat hai, tabiyat ko toh ache se dikkat hai, tabiyat ko toh ache se dikkat hai, tabiyat ko toh ache se dikkat hai, tabiyat ko toh ache se d",अब तबीयत कैसी है बेटा अब ठीक हो अच्छे डॉक्टर को दिखा लेते🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹👌👌👌👌👌,0.0044,0.963,-0.9587,1
train-88,train,1,"I love u jaan, aapse bahut pyar karta hu, hamara mobile number le lena",आई लव यू जान आपसे बहुत प्यार करता हूं हमारा मोबाइल नंबर ले लेना,0.0053,0.0061,-0.0009,1
train-90,train,1,Do ghante rote ke baad apko to bacha ho gayi 🤭😛😜😝,दो घंटे रोने के बात अप तो बची हो गोई 🤭😛😜😝🤭,0.014,0.0123,0.0018,1
train-89,train,0,Matlab nange naachne se kitna zyada besharam log hai yaar,मतलब नंगे नाच करना कितना पसंद है लोगो को,0.9971,0.9955,0.0017,2
train-91,train,0,"BJP ek aisi party hai jo ke sabse chutiyapaadit hai, unke nete Gandhi ko puja karte hai aur unke voters Nathuram ko😂 aur dono me is baat ke liye koi jhagda bhi nahi hai kyunki dono hi chutiye hai 😜,😝😝","BJP एक अकेली ऐसी पार्टी है जिसके नेता तो गांधी को पूजते हैं और उनके वोटर नाथूराम को😂ओर दोनो में इस बात को लेकर कोई झगड़ा भी नही😜,😝😝",0.982,0.9992,-0.0172,1
train-92,train,0,"Sahi hai, bekar nahi... pattaar ke sanam 😂😜 pure haramee hai hum... meri jaisi haramee kahin dund kar kya milte?",सही है  बेकदर नहीं .....पत्थर के सनम 😂😜 पुरे हरामी है हम ........मेरे जैसी हरामी कही ढुंडकर,0.9992,0.9889,0.0103,1
train-93,train,0,"Bhai chunav ke chakkar mein govt. kuch bhi kar sakti hai, paper leak karna toh bahana hai",भाई चुनाव के चक्कर में सरकार कुछ भी कर सकती है पेपर रध करना तो बहाना है,0.9924,0.9726,0.0198,1
train-94,train,0,Manushy ek hai sale chamara kah raha hai mother chod,मनुष्य एक है साले चमार कह रहा है mother chod,0.9992,0.9992,0.0,2
train-95,train,0,"Dacoit koi kisaan nahi hai, asli kisaan khet par hai, nakkali kisaan aur bandhak gardish kar raha hai.",डकैत कोई किसान नहीं है  असली किसान खेतो पर है  नकली किसान आन्दोलन कर रहे हैं।,0.9826,0.9708,0.0118,2
train-96,train,0,Tum dono ko koi kaam nahi hai kya pagal hai bewakoof sale bekaar,तुम दोनों को कोई काम नहीं है क्या पागल है बेवकूफ साले बेकार,0.9984,0.9982,0.0002,2
train-97,train,1,"Kabhi unki yaad aati hai, kabhi unke khwaab aate hain, mujhe satane ke tareeqe to unko behisab pata hai...!!💔","कभी उनकी याद आती है  कभी उनके ख्व़ाब आते हैं,, मुझे सताने के सलीके तो उन्हें बेहिसाब आते हैं....!!💔",0.0098,0.8689,-0.859,1
train-98,train,1,Tere pyar mein paag,तेरे प्यार में पाग,0.0297,0.005,0.0247,1
train-100,train,0,Sale bhosd apne bolne ka tarika badal le,साले भोसड़ा अपने बोलने का तरीका बदल ले,0.9993,0.999,0.0002,2
train-101,train,1,Hame aapko support karte rahenge 👍👍,हम आपको सपोर्ट करते रहेंगे 👍👍,0.0072,0.0134,-0.0062,1
train-102,train,1,Good morning sher kar diya,गुड मॉर्निंग शेर कर दिया,0.0047,0.0062,-0.0016,1
train-103,train,1,Good morning ji ☕☕🌹🌹burger👈,गुड मॉर्निंग जी ☕☕🌹🌹🍔👈,0.0044,0.0045,-0.0001,1
train-104,train,0,Nani ne toh nahi bata hi ki gand me kida hai,नानी ने तो बताया ही नहीं की गान्ड में कीड़ा है,0.9991,0.9745,0.0247,1
train-106,train,0,"Madarchod, kon jayega kon rehenga, sab samajh me a jayega kuch din me",मादरचोद  कौन जाएगा कौन रहेगा सब समझ आ जाएगा कुछ दिन में,0.9993,0.9992,0.0,1
train-105,train,0,"Dikhane se to achha hai, chut mara le tu 🍌🍌🌽🍌👌",दिखाने से तो अच्छा है च** मरा ले तू 🍌🍌🌽🍌👌,0.9992,0.9992,0.0,1
train-108,train,0,"A gandu apni aukat mein raho, hum teri gandu ki mohatij nahi. Hum shree ram ji ke charanon ke basi hain, wahan teri koi aukat nahi. Jay jay shree ram.",ए  जन्नत अपनी औकात में रहना  हम तेरी जन्नत की मोहताज नहीं   हम श्री राम जी के चरणों के बासी हैं  वहां तेरी कोई औकात नहीं❌   जय जय श्री राम🚩🙏,0.9947,0.9636,0.0311,2
train-109,train,1,Jay shri ram,🙏🙏जय श्री राम 🙏🙏,0.0045,0.0053,-0.0007,1
train-110,train,0,"Tu na kuch bda kar, thik hai. Tu samaj rahi hai na main kya kah rahi hoon. Agar nahi samaj rahi ho to sun tu na vi f bana lo, isko bhi jada pasand karenge, sali chutiya 😡",तू ना कुछ बडा कर ठीक है तू समझ रही है ना मै क्या कहेना चाह रही हूँ अगर नही समझ रही हैं तो सुन तू ना vi f  बना लोग इसे भी जादा पसंद करेंगे sali कुतीया 😡,0.9809,0.9992,-0.0183,1
train-112,train,1,Sunder bohot hi sundar,👌🥀❣️❣️ सुंदर❣️❣️🥀👌         👌💗❤️ बोहोत ही सुंदर❤️💗👌,0.0043,0.0182,-0.0139,1
train-111,train,1,"Mere bhi do betiyaan hain, main bhi bahut pyaar karta hoon. Mere betiyaan love you. Mere bhi ma, main bhi unse bahut pyaar karta hoon, love you ma.",मेरी भी दो बेटियां हैं मैं भी बहुत प्यार करती हूं मेरी बेटियां लव यू  मेरी भी मां मैनू बहुत प्यार करती है लव यू मां,0.0047,0.0083,-0.0036,1
train-113,train,1,Apne ko dekh,खुद को देख,0.0093,0.1696,-0.1604,1
train-114,train,1,"Duri ki dosti bhi kamaal ki hoti hai, milna kahan hota hai sirf baat hoti hai",दुर की दोस्ती👫 भी कमाल की होती है🌹 मिलना कहा होता है सिर्फ बात ही तो होती है🌹,0.0044,0.0063,-0.0019,1
train-115,train,1,Itne sanskari video dekhne ke baad main apne netra daan kar dunga 😌😌,इतने संस्कारी वीडियो देखने के बाद मे अपने नेत्र दान कर दूंगा😌😌,0.0778,0.6013,-0.5234,1
train-117,train,1,"Dua karo Namibia New Zealand ko haraye, aur New Zealand Afghanistan ko, aur saare bache match jeete beete antar se",दुआ करों नामीबिया न्यूजीलैंड को हराये  और न्यूजीलैंड अफगानिस्तान को  और सारे बचें मैच जीते बड़े बड़े अंतर से,0.0049,0.0136,-0.0087,1
train-116,train,0,Mandir mein ake pure randi wala hi video banayi rahi hai,मंदिर में आकर भी रंडियों वाला ही वीडियो बना रही है,0.9991,0.9903,0.0088,3
