row_id,split,label,text,hindi_text,hindi_abuse,hinglish_abuse,score_delta,attempts,fail_reason,last_output
train-433,train,0,,नंगी हो जा नंगी बिल्कुल नंगी हो जा कपड़े एक भी मत रख शरीर पर तेरे बाप का सर तेरे काम से ऊंचा उठ रहा है तेरा बाप पक्ष से इतना खुश है कि मेरी बेटी बहुत अच्छा काम कर रही है मौजा पर,0.9992,0.02,0.9792,4,abuse_score_drop,"Nangi ho jao, nangi to puri nangi ho jao, kapade ek bhi na rakho tera sharir par, tere baap ka sar tera kam se uth raha hai, tera baap paksh se itna khush hai ki meri beti achha kam karegi, mazaa par."
train-459,train,0,,कितनो को मरोगी इस लाल खून से 😜🤣🤣,0.9522,0.0207,0.9316,4,abuse_score_drop,Kitne ko marogi is laal khun se 😜🤣🤣
train-468,train,0,,सांड है क्या,0.9958,0.0149,0.981,4,abuse_score_drop,Sanda hai kya
train-512,train,0,,चुदाई का रेट कितना है,0.9991,0.0407,0.9584,4,abuse_score_drop,Chudai ka rate kitna hai
train-525,train,0,,गधी नाखून तो काट लेने थे,0.9984,0.0224,0.976,4,abuse_score_drop,Gandi naakhoun to katne the
train-548,train,0,,रडीका बेटा है,0.9985,0.026,0.9726,4,abuse_score_drop,Radika ke beta hai
train-608,train,0,,जा भांडी गास,0.9988,0.0472,0.9517,4,abuse_score_drop,Ja bandi gas main chala jao
train-568,train,0,,सविंधान हरेक आदमी के लिए बनाया गया है लेकिन उसे कोही भी समझ नहीं पा रहा है और हमारे भारत देश के नेता लोग उस सविंधान का गलत इस्तेमाल करतें हैं और आगें से भी करते रहेंगे,0.9614,0.0127,0.9487,4,abuse_score_drop,Savindhan har ek admi ke liye banaya gaya hai lekin use kohi bhi samajh nahi pa raha hai aur hamare Bharat desh ke nete log us savindhan ka galat istemal karte hai aur agay se bhi karte raheinge.
train-688,train,0,,साला सकल भठूरे जैसी हैँ और 🤣🤣🤣🤣🤣😁😁😁🤣🤣🤣,0.9968,0.1288,0.8681,4,abuse_score_drop,"Sala sakal bhathure jaisi hai, aur 🤣🤣🤣🤣🤣😁😁😁🤣🤣🤣"
train-661,train,0,,"सोफिया अंसारी की दादी ...ऐक रात के 5 पैसे लेती थी,,, माँ ऐक रात के 50 रूपया ले तो थी,,,, सोफिया अंसारी 500 लेती है और सोफिया अंसारी की  होने वाली लड़की 5000 रुपये लगी।  भाई लोगों अभी से लड़की की बुकिंग कर लो।",0.9725,0.0534,0.9192,4,abuse_score_drop,"Sofia Ansari ki dadi... ek raat ke 5 paisa leti thi, ma ek raat ke 50 rupya leti thi, sofia ansari 500 leti hai aur sofia ansari ki hone wali ladki 5000 rupaye lagegi. bhai log ab se larki ki booking kar lo."
train-695,train,0,,मैंने कल भी कहा था कि या तो तू  ह ़लाला की पैदाइश है.. और या हल्लेलूइया की,0.9975,0.0065,0.991,4,abuse_score_drop,"Maine kal bhi kaha tha ki ya to tu Harlaa ki paidaish hai, ya to Hallelujia ki"
train-691,train,0,,ईमानदारी पर कलंक है यह दोनों आगरा कितने बड़े ईमानदार होते तो इनके भी दो चार बच्चे होते हैं दोनों रांड के  सांड है अगर इनकी औलाद होती तो इनको बेरोजगारी का एहसास होता,0.9979,0.0193,0.9786,4,abuse_score_drop,Imandari par kalank hai ye do agarwal. Kitne bade imandar hote to inke bhi do-chaar bacche hotey. Dono raand ke sund hai. Agar inki aurat hoti to inko beerojgarie ka ehsas hota.
train-712,train,0,,बहुत बेकार वीडियो मोटी वीडियो बनाना सीख ले,0.9928,0.0315,0.9613,4,abuse_score_drop,"Bahut bekaar video, moti video bana ke seekh lo"
train-749,train,0,,मेरा कब खड़ा हो जाता ह ओर हाथ वहां चला जाता ह,0.9276,0.0087,0.919,4,abuse_score_drop,Mera kab khada ho jata h aur haath waha chala jata h
train-730,train,0,,कोरोना भाई तु कितना तडपाता है तु कितना बेरहम है इस बार मुझे पाॅजिटिव कर और ले जा अपना भाई बना कर फिर हम दोनो दुनिया वालो से चुन चुन के बदला लेंगे🤣😂🤪🤣,0.9152,0.0085,0.9067,4,abuse_score_drop,"Corona bhai tu kitna tadpat hai, tu kitna beraham hai. Is baar mujhe positive kar ke le ja, apna bhai bana ke fir hum dono duniya walo se cheen cheen ke badla lete hai🤣😂🤪🤣"
train-792,train,0,,तुम्हारे दोनों बॉल देखकर पानी ना जाता है मेरा,0.9765,0.0161,0.9604,4,abuse_score_drop,Tumhare dono ball dekhke paani na jaata hai mera
train-831,train,0,,"जब कुत्ते ज़्यादा तादाद में होते है तो भौंका करते है... लेकिन शेर की एक दहाड़ से तितरबितर हो जाते है। ""नारा ए तकबीर अल्लाहुअकबर""",0.9981,0.0054,0.9928,4,abuse_score_drop,"Jab kutta zyada takad me hota hai to baunka karte hai... lekin sher ki ek dahad se titarbitar ho jate hai. ""Naara e takbir Allah-o-Akbar"
train-845,train,0,,हमारे अल्लाह और हमारे भगवान इनकी हिफाजत kre kyoki inki मौत इतनी आसानी से nhi hogi inki मौत हर एक देश द्रोही को याद रहेगी बेटा जी ले जिंदगी और हर हर मोदी मर जाए विरोधी जय श्री राम 🚩🚩🚩🚩🚩👍,0.9987,0.0132,0.9855,4,abuse_score_drop,"Allah aur Bhagwan inki hifazat kare kyoki inki maut itni aasanee se nhi hogi, inki maut har ek deshdrohi ke dimag me yaad rhegi beta jee le jindgi aur har har Modi mar jaye, virestha jai shree ram 🚩🚩🚩🚩🚩👍"
train-883,train,0,,अल्लाह ताला नहीं चाहिए ओन्ली जय श्री राम राम,0.9362,0.0078,0.9285,4,abuse_score_drop,"Allah Tala nahi chahiye, only Jai Shri Ram Ram"
train-884,train,0,,बहुत सेक्सी है ज्यादा हॉट है इसको ठंडा करो कोई,0.9945,0.0147,0.9798,4,abuse_score_drop,"Bahut sexy hai, jyada hot hai, isko thanda kar do koi."
train-902,train,0,,हिन्दुस्तान को बर्बाद कर रही साली,0.9976,0.1462,0.8513,4,abuse_score_drop,Hindustan ko barbaad kar rahi saali hai
train-907,train,0,,साडी त लाला पहेर लेतू हो,0.9669,0.0252,0.9417,4,abuse_score_drop,Sadi laal pheri lete ho tum
train-926,train,0,,सच में कुछ कुत्ती लड़कियां ऐसी होती हैं 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂😂😂😂😂,0.995,0.9911,0.0039,4,abuse_lexicon_missing,Sach me kuch kutti ladkiya aisi hoti hain 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
train-929,train,0,,कपड़े की दुकान में cosmetic सामान kha s aa gya,0.979,0.0228,0.9562,4,abuse_score_drop,Kapde ki dukaan mein cosmetic saman khassaa gaya
train-958,train,0,,भाग साले मुल्ले और छेड़ नाग को,0.9988,0.1906,0.8082,4,abuse_score_drop,Bhag sale mullay aur ched naag ko
train-969,train,0,,साली क्या बोल गई,0.9988,0.0067,0.9921,4,abuse_score_drop,Sali kya bol gayi
train-979,train,0,,साडी ब्लाउज पेटीकोट बाकी और तो जरूर बुला सकते हौ,0.9976,0.03,0.9676,4,abuse_score_drop,Sadi blouse peticoat baki aur to jaroor bulaye ho
train-974,train,0,,कैसा लगा सांड का मजाक😜😜😜,0.9769,0.019,0.9579,4,abuse_score_drop,"Kaisa laga, baccha saand ke mazak karte hue? 😜😜😜"
train-986,train,0,,वहम मत रहना इटली की बार डांसर पंजाब UP की जीत का जोरदार झटका लगेगा...😂😂,0.929,0.2386,0.6903,4,abuse_score_drop,"Voh mard mat ban, Italy ki bar dancer Punjab UP ki jeet ka joraar zor daalke mar degi... 😂😂"
train-985,train,0,,साधु संतो से ही इनकी सरकार बनती हैं अखाड़े और मठ में धार्मिक काम होता है...और उसकी आड़ में नाजायज काम भी होते हैं....सबसे बड़ा वोट बैंक यही लोग जमा करते हैं....सरकार कभी नही चाहेगी ये सब बंद हो.....,0.9953,0.011,0.9844,4,abuse_score_drop,"Sadhoo santon se hi inki sarkar banthi hai, akhada aur math mein dharmik kaam hotha hai... aur uski ad maje najaj kaam bhi hothay hai... sabse bada vote bank ye logo ne jamakar rakha hai... sarkar kabhi nahi chahaygi ki ye sab band ho..."
train-1018,train,0,,इससे बढ़िया सेक्सी वीडियो बना लो तुम यह भी कोई उम्र है क्या बुड्ढी,0.999,0.0439,0.955,4,abuse_score_drop,"Isse behtar sexy video banake dekho tum, yeh bhi koi umar hai, budhi hai kya"
train-1023,train,0,,सबसे पहली बात जादूगर खुद पागल होता है इसीलिए लोगों को पागल बनाने पर तुला हुआ होता है,0.9816,0.0075,0.9741,4,abuse_score_drop,Sabse pehli baat jadugar khud pagal hota hai isiliye logon ko pagal banaane par tulaa hua hota hai
train-1112,train,0,,चुड़ैल लग रही है भाई,0.9991,0.0082,0.991,4,abuse_score_drop,Chudail lag rahi hai bhai
train-1151,train,0,,अपनी बौर में लन्ड ले लो मेरा,0.9988,0.0299,0.9689,4,abuse_score_drop,Apni bauw mei lund le lo mera
train-1158,train,0,,ईच्या आईला जरशी बैल झवला होता म्हणुन ति आस करती,0.9991,0.0052,0.9939,4,abuse_score_drop,Eichya aila jarshi bai jhavla hota mannu ti oas karta
train-1161,train,0,,आज एक  #अंधभक्तिन ने मुझे दुनिया की सबसे भयानक  धमकी दे डाली बोली ज्यादा परेशान करेगा तो #शादी  कर लूंगी तेरे से,0.9983,0.0164,0.9819,4,abuse_score_drop,"Aaj ek #blind_devote naye mujhe duniya ke sabse bekar threat de dalwaya, bola jyada paresaan karega to #marriage kar lungi tera se"
train-1198,train,0,,साले बहुत ही Gandhi सोच है,0.9841,0.0242,0.9598,4,abuse_score_drop,Sale bahut hi Gandhi soch hai
train-1191,train,1,,टीचर :- बच्चों “जले पे #नमक छिड़कना” को उदहारण सहित समझाओ! #बच्चा :- पेट्रोल पंप पर मोदी जी की मुस्कुराती हुई फोटो टीचर :- #शाबाश बेटे  🤣🤣🙆🙆,0.0045,0.9742,-0.9697,4,collapsed_length,"Teacher: Baccho ""jale pe namak chirkana"" ko udaharan ke saath samjho!"
train-1218,train,0,,चमचौ की सामत आई है,0.9992,0.0253,0.9739,4,abuse_score_drop,Chamcha ki samat aayi hai
train-1224,train,0,,फिरोज भाई आजकल तेरी आईडी पर वह कमेंट करती है मुझे जलाने के लिए,0.9981,0.0058,0.9923,4,abuse_score_drop,"Firoz bhai, ab teri ID par woh comments karta hai jo maine jalana hai meri taraf se"
train-1220,train,0,,लाता मंगेशकर के पार्थिव शरीर थूका था शारूख खान ने वो वाला वीडियो नही देखा तुम ने और तुम बात कर रहे हो दुआ प्राथना की,0.9969,0.0923,0.9046,4,abuse_score_drop,"Sharukh Khan ne Lata Mangeshkar ke parthiv sharir me thooka tha, wo wala video tum naye dekha kya aur tum dua-prarthana ki baat kar rhe ho?"
train-1234,train,0,,मर गए सब के सब,0.9626,0.0051,0.9575,4,abuse_score_drop,Mar gaye sab ke sab
train-1267,train,0,,लवड़ा आया 1000 हजार,0.9911,0.005,0.9861,4,abuse_score_drop,Lavda aya 1000 hazaar
train-1276,train,0,,तुमारा चुकी मस्त हौ,0.9901,0.0087,0.9813,4,abuse_score_drop,Tumhara chuki mast hai
train-1290,train,0,,तेरे कहने से होगा क्या चोर की औलाद तो तू है सुन ले बात,0.9978,0.0188,0.979,4,abuse_score_drop,"Tere kehne se kya hoga, chor ki aulad to tu hai, sun lo baat"
train-1325,train,0,,बेचारी गरीब है इसके पास कपड़े नही है कही लं d 🖕 न लग जाए 🤣🤣🤣,0.9477,0.0216,0.9261,4,abuse_score_drop,"Bachari garib hai, uske paas kisi cheez ko lada nahi hai, kahin na lad jaye 😂😂😂"
train-1333,train,0,,बाहर बैठा है क्योकि उसके साथ बगल में उनके पालतू कुत्ता बैठा है!!😊😁😃😬,0.9731,0.021,0.952,4,abuse_score_drop,Bahar baithe hue hai kyunki uske saath bagal mein unke paalatoo kutta baithe hai!! 😊😁😃😬
train-1359,train,0,,डूब के मरजा,0.9924,0.0165,0.9759,4,abuse_score_drop,Dob ke mar ja
train-1347,train,0,,नालायक बाप की नालायक औलाद,0.9991,0.2871,0.712,4,abuse_score_drop,Nalaayak bap ki nalaayak aulaad
train-1403,train,0,,और जो दूसरे की बीबी को 💋 किस करेगे वह 10 साल जादा गिएगे😂😂😂😂😘,0.9851,0.092,0.8931,4,abuse_score_drop,Jo dusre ki biwi ko 💋 kiss karega voh 10 saal jada jayega😂😂😂😂😘
train-1430,train,0,,हलाला छाप सुअरों को सब  पता है,0.9992,0.0162,0.983,4,abuse_score_drop,"Halala chhap, sarey suar ke paas pata hai"
train-1429,train,0,,वैसे भी गंदी है,0.99,0.0352,0.9548,4,abuse_score_drop,Vaise bhi gandi hai
train-1431,train,0,,ईश्वर अल्लाह एक नहीं है..जिस मजहब में गोद ली बच्ची से बाप निकाह कर सकता है उस मजहब की तुलना सनातन धर्म संस्कृति से मत किया करों                  🚩जय श्री राम🚩,0.9978,0.0435,0.9544,4,abuse_score_drop,Ishwar Allah ek nahi hai... jis mazhab mein god liya bacchi se baap nikah kar sakta hai us mazhab ki tulna sanatan dharma sanskriti se mat karo
train-1467,train,0,,साले खुद तो बेईमानी हमारी hama,0.9903,0.0123,0.978,4,abuse_score_drop,"Sale khud to beiman hai, hamari beiman hama"
train-1498,train,0,,सही कहते हैं लोग अमीरी औरतों के कपड़े उतारते हैं और करीबी मर्द के,0.9958,0.0125,0.9833,4,abuse_score_drop,Sahi kahate hain log amiri auraton ke kapde uthate hain aur kareebi mard ke
train-1527,train,0,,बहुत गर्मी है तेरे में😜,0.9674,0.0107,0.9567,4,abuse_score_drop,Bahut garmi hai teri mei 😜
train-1532,train,0,,दीदी प्लीज से कपड़े मत पहना करो दीदी प्लीज प्लीज प्लीज प्लीज,0.9537,0.0183,0.9354,4,abuse_score_drop,"Didi, pleez se kapade mat pahena karo, didi pleez pleez pleez pleez"
train-1538,train,0,,लन्ड मे रहो ना मजा आयेगा,0.9985,0.0303,0.9682,4,abuse_score_drop,"Lund me rehna na, maza ayega"
train-1542,train,0,,"नंगा होकर फोटो,भेजो",0.9992,0.0051,0.9941,4,abuse_score_drop,Nanga ho kar photo bhejo
train-1570,train,0,,सालो गे हो क्या बे,0.9986,0.0146,0.984,4,abuse_score_drop,Salo gey ho kya be
train-1573,train,0,,इससे अच्छा तो चीन वालों का पिक लगा दो गाली तो देते रहेंगे सर्टिफिकेट देखकर 🤣🤣🤣,0.9595,0.0176,0.9419,4,abuse_score_drop,"Isse achcha to China wale ka pic lagao, galat to rheinge certificate dekhkar 🤣🤣🤣"
train-1607,train,0,,एक को फसी दे दे तब ना साला कानून ही चुप ही,0.9817,0.0158,0.9658,4,abuse_score_drop,Ek ko fasie de de tab na sala kanoon hi chup hi
train-1608,train,0,,2014 se पहले सिलेंडर 1800 सो का ब्लैक लेना पड़ता था लाइन में लाग तब तुम डूब कर नहीं मारा या आत्मा मार चुकी थी,0.9941,0.0171,0.9771,4,abuse_score_drop,"2014 se pehle cylinder 1800 so ke black lete the, line me lag tab tum doob kar mara nahi ya atma mar chuki thi"
train-1594,train,0,,ऐसे ऐसे जानवर पड़े राज कर रहे हैं कि जिसको जरूरत है कितने पैसों की उसने मिलता नहीं जिनको जिस चीज की जरूरत है उन्हें मिलता नहीं चाहे बिरादरी कितनी भी अच्छी हो साले ऐसे जानवर राज कर रहे हैं 1 दिनों से मारे जाएंगे सरकार में जितनी बैठे हैं कौन-कौन तैयार है हमारे साथ जो अच्छे होंगे वह हमारा साथ देंगे,0.9956,0.0147,0.9809,4,abuse_score_drop,"Aise aise jannvar padhe raj kar rhe hain ki jiski kitni paisa ki jaroorat hai usko nahi milta, jinhe jis cheez ki jaroorat hai unhe nahi milta chahe biradari kitni bhi achhi ho sale aise jannvar raj kar rhe hain 1 dinon se mare jayenge sarke main jitni baithi hai kon-kon taiyaar hai hamare saath jo achhe honge woh hamara saath denge"
train-1624,train,0,,हराम का पैसा जिसको भी गलत लगे वो मेरा msg ना पढ़े,0.9926,0.0118,0.9809,4,abuse_score_drop,"Haram ka paisa, jiskko ghalat lagta hai usko meri msg padhni chahiye na"
train-1638,train,0,,रांड लग रही हो,0.9978,0.0061,0.9917,4,abuse_score_drop,Rand lag rahi ho
