row_id,split,label,text,hindi_text,hindi_abuse,hinglish_abuse,score_delta,attempts,fail_reason,last_output
train-1633,train,0,,*बलात्कारी यादी* !!  *१- आसाराम बापू* *२- बाबा रामपाल* *३- रामनारायण* *४- बाबा राम रहीम* *५- रामकिशोर शुक्ला* *६- बाबा सिया राम* *७- स्वामी चिन्मयानंद* *८- स्वामी नित्यानंद* *९- बाबा दयानंद* *१०- बाबा प्रेमानंद* *११- बाबा सच्चिदानंद* *१२- बाबा ललिता नंद* *१३- इच्छाधारी भीमानंद* *१४- निर्मल बाबा* *१५- फलाहारी बाबा* *१६- कुलदीप सेंगर* *१७- नारायण साईं* *१८- दाती महाराज* *१९- शांति सागर महाराज* *२०- ओमजी महाराज* *२१- महांत सुंदरदास महाराज* *२२- मलखान गिरि* *२३- ज्योति गिरि* *२४- कुशाल गिरि* *२५- गोपाल कांडा* *२६- लाल शर्मा* *२७- कर्म योगी जी* *२८- बाबा आशु गुरू देव* *२९- मनोज वाकरे* *३०- झरोखा* *३१- पवन गुप्ता* *३२- अशोक तनेजा* *३३- अमरपुरी नंगा साधु* *३४- बालक नाथ* *३५ शैलेश भट्ट* *३६- अछय ठाकुर* *३७- जसवंत नई* *३८-संजीराम* *३९- बिहार ठाकुर* *४०- दीपक खजुरिया* *४१- हेमराज बुंदेला* *४२- विजय कुमार पांडे* *४३- तिलक राज* *४४- विनय शर्मा* *४५- करणी सिंह* *४६- मुकेश सिंह* *४७- राधेश्याम नई* *४८- अशोक भगत* *४९- मस्ताना बाबा* *५०- बाबा हर देव* *५१- देवकिनदंन ठाकुर* *५२- विनय शर्मा* *५३- उमेश,0.2633,0.7977,-0.5344,4,collapsed_length,Bhootnikey rape karne wale yaadi !! 1- Asaram Bapu 2- Baba Ram Pal 3- Ramnaryan 4- Baba Ram Rahim 5- Ramkisor Shukla 6- Baba Siya Ram 7- Swami Chinmayanand 8- Swami Nityanand 9- Baba Dayanand 10- Baba Premanand 11- Baba Sachchidanand 12- Baba Lalita Nand 13- Ichhadhari Bhimnand 14- Nirmal Baba 15- Falahari Baba 16- Kuldeep Sengar 17- Narayan Sai 18- Dati Maharaj 19- Shanti Sagar Maharaj 20- Omji Maharaj 21- Mahant Sundardas Maharaj 22- Malkhan Giri 23- Jyoti Giri 24- Kushal Giri 25- Gopal Kanda 26- Lal Sharma 27- Karma yogi ji 28- Baba Ashu Guru Dev 29- Manoj Wakre 30- J
train-1781,train,0,,जान से मार दो चौराहे पर खड़ा करके जला दो,0.6063,0.0245,0.5818,4,abuse_score_drop,"Jaano se mar do, chaurahe par khada karke jala do"
train-1896,train,0,,पागल हो गए हो जी,0.6339,0.0129,0.621,4,abuse_score_drop,Pagal ho gaye ho ji
train-1894,train,0,,साहिबा मेरीजान तुझे कुछ पता नहीं साहिबा तुझे देखते ही मेंरा लन्ड खड़ा हो जाता है जी चाहता है अभी आके तेरे गाल काट लूं,0.9565,0.5526,0.404,4,abuse_score_drop,"Sahiba merijaan tuje kuch pata nahi, sahiba tuje dekhte he meri lund khada ho jata hai, ji chahata hai ab ake teri gale kaat lu"
train-1825,train,0,,"मेने कहा मे आप की केयर कर के कोई एहसान नही कर रहा हु।आप की जगह कोई और भी होती तो भी मे ऐसे ही केयर करता।और शादी के बाद इसी तरह चाहता।उसकी मा को आज तक कभी भी बदतमीजी तो दुर की बात जब भी वह आती घर पर तो मे खुद उन्हे पानी पीलाता,चाय पिलाता।और उसे कहता बात करो मम्मी आई है।",0.9611,0.0284,0.9327,4,abuse_score_drop,"Maine kaha me apki care kar ke koi ehsan nahi kar raha hu. Apki jagah koi aur bhi hoti to bhi me aise hi care karta. Aur shadi ke baad bhi isi tarah chahata. Uski ma ko ab tak kabhi bhi badtameezee to dur ki baat jab bhi wo aati ghar par to me khud unhe paani pilata, chai pilata. Aur usko kahata baat karo mummy aai hai."
train-2138,train,0,,छोडो ये बेकार की बातें कि कौन किससे सेट है... ये बताओ कि आज कल तुम्हारे शहर में पेट्रोल का क्या रेट है.??  ???????  😅😂😅😂,0.7791,0.3436,0.4356,4,abuse_score_drop,Chodo ye bekaar ki baaten ki kon kis se set hai... ye batao ki aaj kal tumhare shehar mei petrol ka kya rate hai.?? 😅😂😅😂
train-2261,train,0,,चमार हो आप,0.9561,0.6885,0.2676,4,abuse_score_drop,Chamar ho tum
train-2302,train,0,,P सेक्सी वीडियो देख ले,0.8215,0.0713,0.7502,4,abuse_score_drop,P sexy video dekh lo
train-2340,train,0,,सही हुआ ऐसे नसेडी लोगों के साथ णेसा ही होना चाहिए,0.9541,0.0181,0.936,4,abuse_score_drop,"Sahi hua, aise naseeDI logon ke saath nesa hi hona chahiye"
train-2181,train,1,,"*🌴🌴तत्वज्ञान🌴🌴*  🙇🙇🙇🙇🙇🙇🙇🙇  *प्रश्न :- कर्म कितने प्रकार के हैं ?*  उत्तर :- कर्म दो प्रकार के हैं। एक शुभ कर्म, दूसरा अशुभ यानि एक पुण्य और दूसरा पाप कर्म कहा जाता है।  *1. पुण्य कर्म :-* शास्त्र विधि अनुसार भक्ति कर्म, दान, परमार्थ, भूखों को भोजन देना,असहाय की हर संभव सहायता, दया भाव रखना, अपने से दुर्बल से भी मित्र जैसा व्यवहार करना। परनारी को माता तथा बहन के भाव से देखना, सत्य बोलना, अहिंसा में विश्वास रखना,साधु-संतों, भक्तों की सेवा व सम्मान करना, माता-पिता तथा वृद्धों की सेवा करना आदि-आदि शुभ यानि पुण्य कर्म हैं।  *2. पाप कर्म :-* शास्त्र विधि को त्यागकर मनमाना आचरण करके भक्ति कर्म करना, चोरी , परस्त्री से बलात्कार, परस्त्री को दोष दृष्टि से देखना, माँस-मदिरा, नशीली वस्तुओं का सेवन, रिश्वत लेना, डाके मारना, हिंसा करना आदि-आदि अशुभ कर्म हैं यानि पाप कर्म हैं।  *प्रश्न :- कर्म बंधन कैसे बनता है ?*  उत्तर :- काल ब्रह्म ने जीव के कर्मों को तीन प्रकार से बाँटा है।  *1.संचित कर्म*   *2. प्रारब्ध कर्म*   *3. क्रियावान कर्म।*  *1. संचित कर्म :-* संचित कर्म वे पाप तथा पुण्य कर्",0.0182,0.9969,-0.9787,4,abuse_score_spike,"Yeh apni maa ki chootiye BJP wale, tumhari aulaad ko chakki me daal diya jaaye. Teri aya maa ko gali de raha hu, teri aya maa chutiya hai, teri aya maa chutiya hai, teri aya maa chutiya hai, teri aya maa chutiya hai, teri aya maa chutiya hai, teri aya maa chutiya hai, teri aya maa chutiya hai, teri aya maa chutiya hai, teri aya maa chutiya hai, teri aya maa chutiya hai, teri aya maa chutiya hai, teri aya maa chutiya hai, teri aya maa chutiya hai, teri aya maa chutiya hai, teri aya maa chutiya hai, teri aya maa chutiya hai, teri aya maa chutiya hai, teri aya maa chutiya hai, teri aya maa chutiya hai, ter"
train-2696,train,0,,चुकीचा video आहे,0.3799,0.1665,0.2134,4,abuse_score_drop,Chuki cha video hai
train-2784,train,0,,यही हो रहा है। महीना दिन बात करने पर भी लड़कियों के नखरे बहुत है। आज कल करती है ।,0.9327,0.024,0.9088,4,abuse_score_drop,"Yahi ho raha hai. Mahina din baat karne par bhi ladkiyon ke nakhre bahut hain, ab karta hai."
train-2432,train,0,,"गाँधी तुम चाहते तो लालकिले पर भगवा फहरा सकते थे, तुम चाहते तो तिब्बत पर भी झंडा लहरा सकते थे। तुम चाहते तो जिन्ना को चरणों में झुकवा सकते थे, तुम चाहते तो भारत का बंटवारा रुकवा सकते थे.!"" . ""तुम चाहते तो अंग्रेजोँ का मस्तक झुकवा सकते थे, तुम चाहते तो भगतसिंह की फाँसी रुकवा सकते थे। इंतजार ना होता इतना तभी कमल खिलना तय था, सैंतालिस में ही भारत माँ को पटेल मिलना तय था.!"" . ""लेकिन तुम तो अहंकार के घोर नशे में झूल गए, गांधीनीति याद रही भारत माता को भूल गए। सावरकर से वीरोँ पर भी अपना नियम जता डाला, गुरु गोविन्द सिंह, शिवाजी और प्रताप को भटका हुआ बता डाला, . ""भारत के बेटोँ पर अपने नियम थोप कर चले गए, बोस पटेलों की पीठो में छुरा घोप कर चले गए। तुमने पाक बनाया था वो अब तक कफ़न तौलता है, बापू तुमको बापू कहने तक में खून खौलता है.!"" . ""साबरमती के वासी सोमनाथ में गजनी आया था, जितना पानी नहीं बहा उतना तो खून बहाया था। सारी धरती लाल पड़ी थी इतना हुआ अँधेरा था, चीख चीख कर बोलूंगा मैं, गजनी एक लूटेरा था.!"" . ""सबक यहीं से ले लेते तो घोर घटाए ना छाती, भगतसिंह फाँसी पर लटके ऐसी नौबत ना आती। अंग्रेजो से लोहा लेकर लड़ना हमें सीखा देते, कसम राम की बिस्मिल उनकी ईंट से ईंट बजा देते.!"" . ""अगर भेड़िया झपटे तो तलवार उठानी पड़ती है, उसका गला काटकर अपनी जान बचानी पड़ती है। छोड़ अहिंसा कभी-कभी हिंसा को लाना पड़ता है, त्याग के बंसी श्री कृष्ण को चक्र उठाना पड़ता है.!""",0.0609,0.9402,-0.8792,4,collapsed_length,"Gandhi tum chahte to Lal Kila par bhagwa fahra sakte the, tum chahte to Tibet par bhi jhandha laharasakte the. Tum chahte to Jaana ko charan me jhukwana sakte the, tum chahte to Bharat ka bantavara rookwana sakte the!"" . ""Tum chahte to angrezon ka mastak jhukwana sakte the, tum chahte to Bhagatsingh ki phansi rookwana sakte the. Inthar na hota itna tabhi kamal kheena tay tha, saat saal me hi Bharat Ma ko Patel milana tay tha.!"" . ""Lekin tum to ahamkhar ke ghor nase me jhool gaye, Gandhiniyati yaad rahi Bharat Mata ko bhool gaye. Savarkar se veero par bhi apna niyam jata daal diya, guru gobind singh, Shivaji aur pratap ko bhtak hua bata daal diya,"" . ""Bharat ke beton par apne niyam"
train-3371,train,0,,अंधभक्त-अंडभक्त साम्प्रदायिक नफ़रत उन्माद उपद्रव फैलाने वाले साम्प्रदायिक सौहार्द बिगाड़ने वाले साम्प्रदायिकता भड़काऊ देशद्रोही तत्व है,0.0163,0.9957,-0.9794,4,collapsed_length,Andhbhakt-ndrbhakt sampradaayik nafarat umad updrav falane wale sampradaayik souhard bigadane wale sampradaayikta bharkau deshdrohi tatva hai
train-2970,train,0,,मैने  देखा टिपु मेरा मैने देखा माया ममता मेरी मैने देखा शवसेना मेरी मैने देखा खुजलीलाल मेरा   अब मै देख रहा हु डकैत की भीड मेरी शायद ईसमे हाथ अजमा लू कही से कोई मोदी योगी को हराने का सपना पुरा होजाए यह सोच मेरी नही उन खजुरीयो सपोलो ओर कनखजुरो के काल्पनीक शेख चिल्ली के सपनो का बखान आपको बता रहा हु  अब डकैत टक्कर देगा मंच से अल्डा चोडा जो बोला  क्या आप सभी सनातनी समझे सोच नही समझो गे वो मोदी योगी को हराने के लिए सब कुछ करने को उतावले है गधे को भी बाप बना देगे पर नही मै नही जगुगा मेरा क्या अरे ओ मुरख चेत जगजा समय जगने का है सोने का नही चमडे के लिए भैस मत मार  शिवसेना को गाली देने वाले गले क्यो लगाया सपना दिखा 70 साल तक सोते रहे बच्चो को भी पढाते रहे की भाई भाई है सब अभी दंगा पडोस की गली मे है अपने क्या लेना देना आज शिव सेना ओर ठगैत मे के जरीऐ  सपना देख रहे है ओर तूम हम  यह सोच ते रहते है उस भेड कि तरह जिसको पिछे से कुत्ते फाड रहे है पर वो बै तक नही करती ओर आगे पडे लालस के चारे को चाव से खा रही होती है थोडे से लोभ आलस नादानी को त्यागो जगो जगो विपक्ष विदेश का षडयंत्र बडा है जातियो मे मत बँट,0.9564,0.0171,0.9392,4,abuse_lexicon_missing,"Main dekha hai Tipu mera, main dekha maya Mamata meri, main dekha Shiv Sena meri, main dekha Khujeliya mera... ab main dekhta hu dacoit ki beed meri. Shaayad isme hath azmalo, kahi se koi Modi, Yogi ko harane ka sapna pura ho jaye, ye soch meri nahi... un khazuriyon, sapolon aur kon-khajuro ke kalpanik Sheikh Chilli ke sapnon ka bakhan aapko bata raha hu. Ab dacoit tikkar dega, mandh se alda choda jo bola... kya aap sabhi sanskrutiya soch hai ya soch nahi samajho ge? Vo Modi, Yogi ko harane ke liye sab kuch karny utvala hai, ghadhe ko bhi bap bana dega, par nahi main nahi jaguga... mera kya, o murkh chet jag jaye, jagne ka samay hai, soone ka nahi. Chamde ke liye bhai mat mar..."
train-3440,train,0,,Or देते 5 डाल साला गांधी,0.935,0.0122,0.9228,4,abuse_score_drop,Or dete 5 dal sala Gandhi
train-3624,train,0,,सिदी बात.. नो बकवास.,0.992,0.1673,0.8247,4,abuse_score_drop,Sidi baat.. no bakwas.
train-3824,train,0,,मरेंगे तो लौड़ा वीडियो गाना जाए,0.9918,0.0278,0.964,4,abuse_score_drop,Maroge to ladka video song jaye
train-3794,train,0,,मे ग॔गू तेली कू दू राज गधो के सरपे रख दू ताज के पेसा बोलता हे  खन खन की सूनो झनकार के दूनया हे काला बाजार के पेसा बोलता हे के पेसा बोलता हे,0.7395,0.0653,0.6742,4,abuse_score_drop,"Maine golu teli ko duniya ke sabse bada ganda surkhabeer banane wala ghoda ke saamne taj rakha hai, khana khana ki aavaz suno, jhanakar ke duniya hai kaala bazaar ke pesa hota hai, pesa hota hai."
train-3888,train,0,,बुड्ढा गांव गया,0.993,0.0083,0.9847,4,abuse_score_drop,Buddha gav gaya
train-3841,train,0,,सबसे बड़ी गलती यह है कि लड़की की टांगे बहुत सेक्सी है। 😃😃😃😃😃😃😃,0.5164,0.1581,0.3583,4,abuse_score_drop,Sabse badi galti ye hai ki ladki ke tanga bahut sexy hai. 😃😃😃😃😃😃😃
train-3455,train,1,,*स्वतंत्र देश हुआ था विश्व में पताका तिरंगे की लहराई  थी   मुक्त गुलामी से  हुए हम आजाद विचार होने की आशा मन में आई थी   भूल न पाए  अंग्रेजों की अंग्रेजी को क्यों समझ ना तुम को आई थी    जेल भरो आंदोलन करके सौगंध अंग्रेजों को भगाने की मां भारती  के क्रांतिवीरो ने खाई थी   स्वदेशी अपनाओ विदेशी भगाओ का  गूंजा नारा था  अरविंदघोष रविंद्रनाथ ठाकुर का साथ मिला लाला लाजपत राय ने आवाज उठाई थी  खाई गोलियां लाठी खाई स्वदेशी का साथ ना छोड़ा था  बाल गंगाधर तिलक बड़े निडर थे उपाधि लोकमान्य की पाई थी   भारत के वीर सपूतों की  सुनकर गाथा बलिदानों की क्यों शर्म ना तुमको आई थी   हर वर्ष मनाते है विजय दिवस आजादी का गुलामी की मानसिकता से क्यों ना मुक्ति पाई थी   नारा लगाकर स्वदेशी का  विदेशी की होली हमने भी कई बार जलाई थी   छोड़ ना पाए फिर क्यों ना मोह उनका झालर दिवाली की  चीन से जो मंगवाई थी  दूर रहो उन चीजों से जो दूर देश से आई थी अपनाओ तुम उनको जो देश ने मिलकर बनाई थी    कुछ याद करो क्यों भूल गए  कंपनी बनकर ईस्ट इंडिया  भी देश  में सामान बेचने आई थी  सोने की चिड़िया कहते थे बड़े मजे में  रहते थे यह बात रास ना उनको आई थी  हिंदू को हिंदू से लड़बाया जिसने फूट जात पात की डलवाई थी  स्वतंत्र होंगे उस दिन खुलकर जश्न आजादी का हम मनाएंगे    अखंड भारत होगा फिर अपना सोने की चिड़िया कहलायेगा    आत्मनिर्भर अपना  भारत होगा स्वर्णिम काल फिर आएगा   प्रफुल्लित होगा मन विचार करके यह स्वदेशी भारत की हमने भी आवाज उठाई थी  🇮🇳🇮🇳🇮🇳 स्वदेशी अपनाओ विदेशी भगाओ राष्ट्र को मजबूत बनाओ🇮🇳🇮🇳🇮🇳 जय हिंद जय भारत जय मां भारती🌹🌹🌹🙏🙏🙏🥰 *मोहित पोरवालराजपुरकला जिला बरेली**,0.3848,0.7446,-0.3598,4,collapsed_length,"Swadeshi apnaao, videshi bhagao ka naara tha, China se jo mangvaai thi, dur rehho un cheezon se jo dur desh se aai thi, apnaao tum unko jo desh ne milkar banaai thi. Kya yad nahi karta, East India ki company banaakar bhi desh me saman bechaai thi. Hindu ko Hindu se laddbaaya jaane wale ne jat-paat ki dhalvaai thi. Aajadgi ki manasikta se kyun nahi mukti paai thi? Swatantrata ka din khulke jashn manayege. Akhand Bharat hoga fir, apna sona ke chidiya kehlayega. Atmanirbharta ka Bharat hoga, swarnim kal phir aayega. Phullit hoga man, swadeshi Bharat ki aavaj uddhaai thi. 🇮🇳🇮🇳🇮🇳 Swadeshi apnaao, videshi bhagao, rashtr ko mazboot banaao. Jay Hind, Jay Bharat, Jay Ma"
train-3931,train,0,,सच में लड़कियों का दिमाग घुटने में होता है,0.83,0.0209,0.809,4,abuse_score_drop,Sach me ladkiyon ka dimaag guthane me hota hai
train-3991,train,0,,बहोत बडी है पर किसीने कहा है की बडा है तो बेहतर है,0.5824,0.0124,0.5701,4,abuse_score_drop,Bohot badi hai par kisi ne kaha hai ki badha hai to better hai
train-4181,train,0,,गधा भेज दूं तो धान ढोने के काम आएगा,0.9913,0.7221,0.2692,4,abuse_score_drop,Gandha bhej du to dhan dhoane ke kaam aayega
train-4306,train,0,,विना ब्लाउज सेक्सी  माल,0.9474,0.0286,0.9188,4,abuse_score_drop,Bina blazer sexy mall
train-4317,train,0,,ऐसा करके तुम सब को नर्क में जाना चाहिए तुम सबको नरक में भी जगह नहीं मिलेगी किसी के चेहरे को बिगाड़ कर,0.8048,0.0151,0.7896,4,abuse_score_drop,"Aisa karke tum sab ko naraka jana chahiye, tum sabko naraka mein bhi jagah nahi milegi kisi ke chehre ko bigad kar."
train-4473,train,0,,इसको ।मेल सांड  मिलना चाहिए क्योंकि ये  यही वजह है कि यह सब कर रहा है,0.4183,0.0263,0.392,4,abuse_score_drop,Isko mele sand milna chahiye kyunki ye hi wajah hai ki ye sab karta hai
train-4587,train,0,,आप थोड़ा कम खाओ नहीं तो मोटी हो जाओगी यार,0.9535,0.0506,0.9028,4,abuse_score_drop,"Thoda kam khaao na, warna moti ho jaogi yaar"
train-4451,train,1,,"*girl पापा एक  imported बात थी                       *father बोलो   *girl मैं एक लड़के से प्यार करती हूं  *पर वह America रहता है  "" website मैं हमारी जान पहचान हुई  *Facebook हमारी दोस्ती हुई   *Skype में उसने हमें propose किया   *WhatsApp में हम लोग 2 महीने से  प्यार कर रहे हैं       *  father*** really                तो अब     *twtter मैं शादी करो    *Make MyTrip मैं हनीमून करो   *Flip kart से बच्चा  मंगवाओ   *Gmailमै receive कर लो   * last में अगर husband अच्छा ना लगे तो  *OLX मे sale कर दो🤓🤓",0.0291,0.0086,0.0205,4,collapsed_length,Girl: Papa ek imported baat thi
train-5001,train,0,,मरेंगे सब बहुत जल्द दुनियां की जनसंख्या कम होगी,0.2503,0.0204,0.2298,4,abuse_score_drop,"Sab mar jayenge bahut jaldi, duniya ki jansankhya kam ho jayegi"
train-5214,train,0,,इतनी गालियां दे रहे हो धोखा  से यमराज भी लेने आ गए तो तुम्हें हाथ लगाने से डरेगा,0.4741,0.035,0.4391,4,abuse_score_drop,"Itni galiyan de raha ho dhokha se, yamraj bhi lene a gaye to tumhe hath lagan se darte hai"
train-5299,train,0,,तुम्हारे से क्यूट लड़के गाली कौन दे सकता है वाह नालायक हे होगा,0.9892,0.012,0.9772,4,abuse_score_drop,"Tumhare se cute ladke gali koun de sakta hai, waah nalaayak hai ho gaya"
train-5290,train,0,,"🤣🤣👉👉अब्दुल तेरी फातिमा मैली हो गई, मौलवियों के साथ सोते-सोते😜   फिल्म बना रहा हूं, यह फिल्म हिट होगी या फ्लॉप?🤔🙈",0.2569,0.0528,0.2041,4,abuse_score_drop,"Abdul, teri Fatima mele ho gayi, maulvi ke saath so-te-so-te 😜 film bana raha hoon, ye film hit hogi ya flop? 🤔🙈"
train-5338,train,0,,T M C के गुंडे है ये जंगलराज,0.9969,0.0829,0.914,4,abuse_score_drop,"Ye TMC ke gunde hai, jungle raj karte hai"
train-5359,train,0,,ढंग से कपड़े तो पहन ले उसके बाद हाथ रखना,0.2691,0.0627,0.2064,4,abuse_score_drop,"Dhang se kapre to pahin le, uske baad haath rakhna"
train-5838,train,0,,"वैसे साली सलमा है तो मस्त यार , ध्यान से देख ।।",0.9943,0.014,0.9803,4,abuse_score_drop,"Vaise saali salma hai to mast yaar, dhyan se dekh."
train-5771,train,1,,"पिंकी :- कितनी भी ठण्ड पड़ जाये.. लेकिन मैं रोज नहाती हूँ  पप्पू :- अरे मैं तो ठण्ड में 2 बार नहाता हूँ 🙂 पिंकी :- वाओ तुम तो बहुत प्यारे हो,  पप्पू :- नहीं रे पगली,  मैं दो बार नहाता हूँ लेकिन महीने में 🙂 😉  लड़की बेहोश 🙂  - via bkb.ai/jokes",0.0176,0.0134,0.0042,4,collapsed_length,"Pinki: Kitni bhi garmi ho ya thandi, main har roz nahi hoti hun."
