row_id,split,label,text,hindi_text,hindi_abuse,hinglish_abuse,score_delta,attempts
train-6687,train,0,Jai jai Shri Ram jai jai Mahakal ke bhakt hain. Dushman ki kayar soch suar ki rakat hai. Mere hum namah Shivay ki tandav ki wakt hai. Mere desh ke veer jawan pani nazar sakh hai.,जै जै श्री राम जै जै महाकाल के भक्त हैं।  दुश्मन की कायर सोच सुअर की रक्त है। मेरे ऊं नमः शिवाय की तांडव की वक्त है। मेरे देश के वीर जवान पैनी नजर सख्त है।,0.0452,0.0133,0.0319,1
train-11,train,0,Humhe Parmatma ki bhakti karni chahiye na to gadhi banogi sat saheb ji🙏🙏,हमें   परमात्मा की   भक्ति   करनी    चाहिए   नहीं तो   गधी   बनोगी    sat   saheb  ji🙏🙏,0.0111,0.013,-0.0019,1
train-19,train,0,"Koi bhi dhakka mukki nahi karega, sabko gali dena barabar muka mili ga, sabke chai nashste ki vyaavastha karta hoon aur ashaa karta hoon ki sab nayi gali denge 😂😂😂😂😁😁😁",कोई भी धक्का मुक्की नहीं करेंगा सभी को गाली देने का बराबर मोका मिलेगा सभी के चाय नाश्ते कि व्यवस्था करता हूं और आशा करता हूं कि सभी नयी गाली देंगे  😂😂😂😂😁😁😁,0.0184,0.1122,-0.0938,1
train-40,train,0,"Fek lo jitna lamba fek sakte ho, pappu mootrijiviyon","फेंक लो जितना लम्बा फेंक सकते हो , पप्पू मूत्रजीवीयों",0.8519,0.9803,-0.1284,4
train-52,train,0,Kutta hi mila tha,कुत्ता ही मिला था,0.152,0.9888,-0.8368,1
train-59,train,0,"Anjaan se nikalo, meri dama ghoot rahi hai wahan 😭😭",अनजान से निकालो मेरा दम घूट रहा है वहां ☹️😭,0.034,0.0181,0.0159,1
train-99,train,0,Tab to sala maine tomato ke ped ke paas ek dozen kela hi rakh dunga🤣🤣🤣🤣😜�anta,तब तो साला में टमाटर के पेड़ के पास एक दर्जन केला ही रख दूंगा🤣🤣🤣🤣😜😜😜😜😜,0.9399,0.9689,-0.029,1
train-137,train,0,"RCB bibi ke chakar me sab pade hai, marate chhakka ab chauka bhi lagta nahi Kohli",Rcb बीबी के चक्कर मे सब पडे है   मारते थे छक्का अब चौका भी नही लगता  कोहली,0.0185,0.8639,-0.8454,1
train-144,train,0,"Aaj jis 2021 ko dafna raha ho, theek usi prakar ek din usko bhi dafnaoge jiska tum wale welcome kar raha ho. 2022 ka sabko pata hai, marne ke baad apne ma-bap ko bhi log ghar se bahar hi rakhate hain. Jab logon ko apne ma-bap se mooh bhang ho sakta hai, to 2021 kya cheez hai.","आज जिस 2021को दफन कर रहे हो ठीक उसी प्रकार एक दिन उसको भी दफन करोगे जिसका तुम वेलकम कर रहे हो 2022 का सबको पता है मरने के बाद अपने मां बाप को भी लोग घर से बाहर ही रखते हैं, जब लोगों को अपने मां बाप से मोह भंग हो सकता है तो 2021क्या चीज़ है।",0.0164,0.0244,-0.008,1
train-198,train,0,"Maine dekh liya, durbhin laga ke aur sab ko dikha de, kapda utar ke",मैंने देख लिया दूरबीन लगा के ओर सब को दिखा दे कपड़ा उतर के,0.1648,0.9929,-0.8281,2
train-206,train,0,"8 saalo se finance minister aur sarakar desh ka budget apne liye banaye hue hai, janata toh bhukhi nangi basi roti kha ke jee rahi hai!",8 सालो से वित्त मंत्री और सरकार देश का बजट खुद के लिए बना रही है जनता का क्या भुखी नंगी बासी रोटी खा कर जी ही रही है !,0.1013,0.9864,-0.8851,1
train-216,train,0,randi se baat chal rahi hai,रंडी से बात चल रही है,0.1329,0.9978,-0.8649,1
train-235,train,0,Congressi log suar ke paidaish ki tarah hai,🐖 सुअर की पैदाइश है कांग्रेसी,0.8562,0.9933,-0.137,1
train-268,train,0,"Dikhane ke liye aaye the, merne wali baat kar rahi ho to mar jao",दिखाने के लिए आए थे क्या मरने वाली बात कर रही हो तो मर जाओ,0.3572,0.9696,-0.6124,1
train-270,train,0,Chamche ab se sir se parr tak jala denge tumko,चमचे अब सिर से पैर तक जलने लगेगी,0.0152,0.0147,0.0004,1
train-271,train,0,Rahul ki amma bar dancer thi aur ye Bharat ka muzre wala hai,राहुल की अम्मा बार डांसर थी और ये भारत का मुजरे वाला है,0.0105,0.9342,-0.9237,1
train-300,train,0,Last mei ka loda hai,लास्ट में का लौड़ा है,0.9669,0.9427,0.0241,2
train-301,train,0,Exam ke akhri din Akshay...sala aisi nakhli ki har kisi ko fail nahi kar sakte...aur result wala din hee...bhai maine nakhli to ki thi bas aakhri lagana bhool gaya...dhyan rakho prabhu,एग्जाम के आखिरी दिन अक्षय ..साला ऐसी नकल किए कि  अपुन को कोई फेल नहीं कर सकता.. और रिजल्ट वाले दिन हे⚘ भगवान मैंने नकल की थी बस अकल लगाना भूल गया🤔🤔 ध्यान रखना प्रभु,0.0113,0.0084,0.0029,1
train-394,train,0,"Bakre ki girdan kat rahi thi, uski jagah kisi aur ki kat gayi. Jaan to sab mein barabar hai. Phir kyu dil dahal raha hai.",बकरे की गर्दन कट रही थी  उस की जगह किसी और की कट गई । जान तो सब में बराबर है। फिर क्यू दिल दहल रहा है।,0.0671,0.0223,0.0448,1
train-425,train,0,Bahut accha hijra adam ho mila hai,बहुत अच्छा हिजड़ा आदमी मिला है,0.241,0.957,-0.7161,1
train-450,train,0,Bhai sahab ye to unhi jihadiyon ki aulaad hai,भाई साहब इये भी तों उन्ही जिहादियो कीं औलादे है,0.018,0.989,-0.9711,1
train-468,train,0,"Saan ke chutiyapa hai, toh kya?",सांड है क्या,0.9946,0.9967,-0.0021,1
train-433,train,0,"Nangi ho ja, nangi bilkul nangi ho ja, kapde ek bhi mat rakho shariro par, tere babu ka sar tere kam se uncha uth raha hai, tere babu paksh se itna khush hai ki meri beti accha kam kar rahi hai, maut par!",नंगी हो जा नंगी बिल्कुल नंगी हो जा कपड़े एक भी मत रख शरीर पर तेरे बाप का सर तेरे काम से ऊंचा उठ रहा है तेरा बाप पक्ष से इतना खुश है कि मेरी बेटी बहुत अच्छा काम कर रही है मौजा पर,0.4114,0.9947,-0.5833,1
train-512,train,0,Chudai ka rate kitna hai,चुदाई का रेट कितना है,0.9092,0.9536,-0.0444,1
train-608,train,0,"Ja, bhanti gas hai",जा भांडी गास,0.1486,0.9923,-0.8436,1
train-688,train,0,"Sala sakal bhatoore jaisi hai, aur 🤣🤣🤣🤣🤣😁😁😁🤣🤣🤣",साला सकल भठूरे जैसी हैँ और 🤣🤣🤣🤣🤣😁😁😁🤣🤣🤣,0.996,0.9947,0.0013,1
train-568,train,0,Savindhan har ek admi ke liye banaya gaya hai lekin usko kohi bhi samajh nahi pa raha hai aur hamare Bharat desh ke nete log us savindhan ka galat istemal karte hain aur aage se bhi karte rahenge,सविंधान हरेक आदमी के लिए बनाया गया है लेकिन उसे कोही भी समझ नहीं पा रहा है और हमारे भारत देश के नेता लोग उस सविंधान का गलत इस्तेमाल करतें हैं और आगें से भी करते रहेंगे,0.1163,0.0407,0.0756,1
train-661,train,0,"Sofia Ansari ki dadi... ek raat ke 5 paise leti thi, ma ek raat ke 50 rupya le thi, sofia ansari 500 leti hai aur sofia ansari ki hone wali ladki 5000 rupya lagegi. Bhai logo abse ladki ki booking kar lo.","सोफिया अंसारी की दादी ...ऐक रात के 5 पैसे लेती थी,,, माँ ऐक रात के 50 रूपया ले तो थी,,,, सोफिया अंसारी 500 लेती है और सोफिया अंसारी की  होने वाली लड़की 5000 रुपये लगी।  भाई लोगों अभी से लड़की की बुकिंग कर लो।",0.0161,0.0591,-0.043,1
train-695,train,0,Mainne kal bhi kaha tha ki ya to tu haramka paigam hai... ya phir hallelujia ka,मैंने कल भी कहा था कि या तो तू  ह ़लाला की पैदाइश है.. और या हल्लेलूइया की,0.0155,0.9925,-0.977,1
train-691,train,0,"Iman-dar par kalank hai, ye dono Agra. Agar itne be iman-dar hai to inke bhi do-chaar bacche hotey. Dono rand ke saand hai. Agar inki awlad hoti to inko beerojagari ka ehsaas hota.",ईमानदारी पर कलंक है यह दोनों आगरा कितने बड़े ईमानदार होते तो इनके भी दो चार बच्चे होते हैं दोनों रांड के  सांड है अगर इनकी औलाद होती तो इनको बेरोजगारी का एहसास होता,0.6225,0.9014,-0.2789,1
train-749,train,0,"Mera kab khada ho jata hai, aur haath waha chala jata hai",मेरा कब खड़ा हो जाता ह ओर हाथ वहां चला जाता ह,0.0128,0.0187,-0.0059,1
train-712,train,0,"Bahut bekaar video, moti video banaana seekh lo",बहुत बेकार वीडियो मोटी वीडियो बनाना सीख ले,0.6223,0.9799,-0.3576,1
train-792,train,0,Ter dono balls dekh ke meri paani na jata hai,तुम्हारे दोनों बॉल देखकर पानी ना जाता है मेरा,0.0137,0.3888,-0.3751,1
train-730,train,0,"Corona bhai tu kitna tdpata hai, tu kitna berm hai. Is bar mujhe positive karke le jao, apna bhai bana ke fir hum dono duniya walo se chun chun ke badla lete hai 😄😂🤪🤣",कोरोना भाई तु कितना तडपाता है तु कितना बेरहम है इस बार मुझे पाॅजिटिव कर और ले जा अपना भाई बना कर फिर हम दोनो दुनिया वालो से चुन चुन के बदला लेंगे🤣😂🤪🤣,0.0958,0.0196,0.0762,1
train-831,train,0,"Jab kutta jyada taadaad mein hote hai to baunka karte hai... lekin sher ki ek dahad se titarbitar ho jate hai. ""Nara e takbeer Allahueakbar","जब कुत्ते ज़्यादा तादाद में होते है तो भौंका करते है... लेकिन शेर की एक दहाड़ से तितरबितर हो जाते है। ""नारा ए तकबीर अल्लाहुअकबर""",0.0076,0.7958,-0.7882,1
train-845,train,0,"Allah aur hamara bhagwan inke saath ho, inki maut itni aasan nahi hogi, har deshdrohi ko yad rahega beta, jeevan ke har moment Modi mar jaye, viradhi jai shree ram 🚩🚩🚩🚩🚩👍",हमारे अल्लाह और हमारे भगवान इनकी हिफाजत kre kyoki inki मौत इतनी आसानी से nhi hogi inki मौत हर एक देश द्रोही को याद रहेगी बेटा जी ले जिंदगी और हर हर मोदी मर जाए विरोधी जय श्री राम 🚩🚩🚩🚩🚩👍,0.0533,0.9591,-0.9059,1
train-883,train,0,"Allah Tala nahi chahiye, only Jai Shri Ram Ram",अल्लाह ताला नहीं चाहिए ओन्ली जय श्री राम राम,0.0178,0.0077,0.0101,1
train-902,train,0,Hindustan ko berozgar kar rahi saali,हिन्दुस्तान को बर्बाद कर रही साली,0.9929,0.9372,0.0556,1
train-884,train,0,"Bahut sexy hai, jyada hot hai, isko thanda kar do koi",बहुत सेक्सी है ज्यादा हॉट है इसको ठंडा करो कोई,0.6116,0.4785,0.133,2
train-926,train,0,Sach me kuch kutti ladkiya aisi hoti hain 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂😂😂😂😂,सच में कुछ कुत्ती लड़कियां ऐसी होती हैं 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂😂😂😂😂,0.9731,0.9896,-0.0165,1
train-929,train,0,Kapde ki dukaan me cosmetic saman khass aa gya,कपड़े की दुकान में cosmetic सामान kha s aa gya,0.065,0.1553,-0.0902,1
train-958,train,0,Bhaag sale mulla aur chedna nag ko,भाग साले मुल्ले और छेड़ नाग को,0.9921,0.9914,0.0007,2
train-969,train,0,Sali kya bola hai,साली क्या बोल गई,0.9976,0.956,0.0416,2
train-974,train,0,"Kaisa laga, saand ka mazak? 😜😜😜",कैसा लगा सांड का मजाक😜😜😜,0.0236,0.1843,-0.1607,1
train-986,train,0,"Vohm mat rakhna, Italy ki bar dancer Punjab UP ki jeet ka joradar jhatka lagega... 😂😂",वहम मत रहना इटली की बार डांसर पंजाब UP की जीत का जोरदार झटका लगेगा...😂😂,0.0205,0.0318,-0.0113,1
train-985,train,0,"Sadhu sant ke saath hi inki sarkar banthi hai. Akhand aur math me dharmik kaam hota hai, aur uski ad mein najayaz kaam bhi hote hai. Sabse bada vote bank ye logo ne jama rakha hai. Sarkar kabhi nahi chahegi ki sab kuch band ho jaye...",साधु संतो से ही इनकी सरकार बनती हैं अखाड़े और मठ में धार्मिक काम होता है...और उसकी आड़ में नाजायज काम भी होते हैं....सबसे बड़ा वोट बैंक यही लोग जमा करते हैं....सरकार कभी नही चाहेगी ये सब बंद हो.....,0.0137,0.8875,-0.8738,1
train-1018,train,0,"Isse badi sexy video banalo tum, ye bhi koi umar hai, budhi hai kya",इससे बढ़िया सेक्सी वीडियो बना लो तुम यह भी कोई उम्र है क्या बुड्ढी,0.9878,0.8826,0.1052,1
train-1023,train,0,"Sabse pehli baat jadugar khud pagal hota hai, isliye logon ko pagal bana ke tula raha hota hai.",सबसे पहली बात जादूगर खुद पागल होता है इसीलिए लोगों को पागल बनाने पर तुला हुआ होता है,0.1709,0.5081,-0.3372,1
train-1112,train,0,Chudail lag rahi hai bhai,चुड़ैल लग रही है भाई,0.0185,0.9938,-0.9753,1
train-1151,train,0,Apni boudh mei laund le lo mera,अपनी बौर में लन्ड ले लो मेरा,0.0141,0.0478,-0.0337,1
train-1198,train,0,Sale bahut hi Gandhi soch hai,साले बहुत ही Gandhi सोच है,0.9595,0.9042,0.0553,1
train-1161,train,0,"Aaj ek #bhaktin ne mujhe duniya ki sabse bhyanak dhamki de dalii, bola jyada pareshan karega to #shadi kar lungi tere se",आज एक  #अंधभक्तिन ने मुझे दुनिया की सबसे भयानक  धमकी दे डाली बोली ज्यादा परेशान करेगा तो #शादी  कर लूंगी तेरे से,0.0901,0.9211,-0.831,1
train-1218,train,0,Chamcho ki saamat aayi hai,चमचौ की सामत आई है,0.0109,0.5503,-0.5394,1
train-1224,train,0,Firoz bhai ab teri ID par wahi comment karta hai main jalane ke liye,फिरोज भाई आजकल तेरी आईडी पर वह कमेंट करती है मुझे जलाने के लिए,0.0127,0.2479,-0.2352,1
train-1220,train,0,"Lata Mangeshkar ke parthiv sharir mein shaahid khan ne thuaka tha, wo wala video nahi dekha tumne aur tum dua-prarthana ki baat kar raha hai?",लाता मंगेशकर के पार्थिव शरीर थूका था शारूख खान ने वो वाला वीडियो नही देखा तुम ने और तुम बात कर रहे हो दुआ प्राथना की,0.7227,0.9776,-0.255,1
train-1267,train,0,Lavda aya 1000 hazaar,लवड़ा आया 1000 हजार,0.0196,0.012,0.0076,1
train-1276,train,0,Tumara chu**i mast hai,तुमारा चुकी मस्त हौ,0.1805,0.9949,-0.8144,1
train-1290,train,0,"Teri baat se kya hoga chor ki aulad, tera hai sun lo yaar",तेरे कहने से होगा क्या चोर की औलाद तो तू है सुन ले बात,0.5509,0.9829,-0.432,1
train-1325,train,0,"Bachari gareeb hai iske paas kapde nahi hai, kahi lund lag jaye 😂😂😂",बेचारी गरीब है इसके पास कपड़े नही है कही लं d 🖕 न लग जाए 🤣🤣🤣,0.5691,0.9811,-0.412,1
train-1333,train,0,Bahar baithe hai kyoki uske saath bagal mein unke paalta kutta baithe hai!! 😊😁😃😬,बाहर बैठा है क्योकि उसके साथ बगल में उनके पालतू कुत्ता बैठा है!!😊😁😃😬,0.0125,0.4802,-0.4677,1
train-1359,train,0,Doob ke mar ja,डूब के मरजा,0.0349,0.345,-0.3101,1
train-1347,train,0,Nalaq bap ki nalaq aulad hai tum,नालायक बाप की नालायक औलाद,0.6036,0.9538,-0.3502,1
train-1429,train,0,Vaise bhi gandi hai,वैसे भी गंदी है,0.6193,0.9882,-0.3689,1
train-1403,train,0,Jo dusre ki bhabhi ko 💋 kiss karega woh 10 saal jadaad geyega 😘😂😂😂😂,और जो दूसरे की बीबी को 💋 किस करेगे वह 10 साल जादा गिएगे😂😂😂😂😘,0.0361,0.9647,-0.9287,1
train-1430,train,0,Halala chhap suaro ko sab pata hai,हलाला छाप सुअरों को सब  पता है,0.0666,0.8886,-0.822,1
train-1467,train,0,Sale khud to beimaani hamari hama,साले खुद तो बेईमानी हमारी hama,0.9944,0.9925,0.0019,1
train-1498,train,0,"Sahi kahate hai log, amari auraton ke kapde utarte hai aur kareebi mard ke",सही कहते हैं लोग अमीरी औरतों के कपड़े उतारते हैं और करीबी मर्द के,0.3463,0.9327,-0.5864,1
train-1527,train,0,Bhot garami hai teri mein 😜,बहुत गर्मी है तेरे में😜,0.0301,0.0209,0.0092,1
train-1532,train,0,Didi please kapade mat pahena karo please please please please,दीदी प्लीज से कपड़े मत पहना करो दीदी प्लीज प्लीज प्लीज प्लीज,0.0215,0.0181,0.0034,1
train-1538,train,0,"Lund me rehna na, maza ayega",लन्ड मे रहो ना मजा आयेगा,0.0154,0.0648,-0.0494,1
train-1542,train,0,Nanga hoke photo bhejo,"नंगा होकर फोटो,भेजो",0.6513,0.9953,-0.3441,1
train-1573,train,0,"Isse achha to China wale ka pic lagao, gali to dete rehenge certificate dekhke 🤣🤣🤣",इससे अच्छा तो चीन वालों का पिक लगा दो गाली तो देते रहेंगे सर्टिफिकेट देखकर 🤣🤣🤣,0.0421,0.9168,-0.8746,1
train-1607,train,0,Ek ko fasee de de tab na sala kaanoon bhi chup hi rehta hai,एक को फसी दे दे तब ना साला कानून ही चुप ही,0.9902,0.9847,0.0055,1
train-1608,train,0,"2014 se pehle cylinder 1800 so ka black lena padta tha line me lag, tab tu doob kar nahi mara ya aatma mar chuki thi",2014 se पहले सिलेंडर 1800 सो का ब्लैक लेना पड़ता था लाइन में लाग तब तुम डूब कर नहीं मारा या आत्मा मार चुकी थी,0.0403,0.029,0.0112,1
train-1638,train,0,Rand lag rahi ho,रांड लग रही हो,0.2532,0.996,-0.7428,1
train-1624,train,0,"Haram ka paisa, jiskko bhi galat lage to meri msg na padhe",हराम का पैसा जिसको भी गलत लगे वो मेरा msg ना पढ़े,0.965,0.9834,-0.0184,1
train-1647,train,0,Burj Khalifa hai ye toh🤣🤣,बुर्ज खलीफा है यह तो🤣🤣,0.1694,0.0712,0.0982,1
train-1699,train,0,Pagal ho gayi thi lekin kohera chhanne lage,पागल हो गई थी लेकिन कोहरा छाने लगे,0.3332,0.3036,0.0296,1
train-1691,train,0,"Arey jaise Salman khet mein raat ko faslon ko paani bharna gaya tha. Kisaan kaise je raha hai, saam, beechchu, jangli sovar, in sabse lada kar hum raat mein kheme paani bharte hai. Or eho log bodyguard se ghire rehte hai, phir bhi darte hai, aur media jaagti hai, hamari time sab sothe hai.","आरे जैसे सलमान खेत मे रात काे फसलाें काे पानी भरने गया था । किसान कैसे जी रहै है सांप बीच्चू  जंगली सूवर  इन सबसे लडकर हम रात मे खेमे पानी भरते है ,।आैर एह लाेग बॉडीगार्ड से घीरे रहैते है फीर भी डरते है ,आैर मीडी़याँ जागती है हमारी टाईम सब साेते है",0.0178,0.6166,-0.5989,1
train-1715,train,0,"Aye mula, Jay Shri Ram to bol",ऐ मुला जय श्री राम तो बोल,0.0141,0.018,-0.0038,1
train-1721,train,0,Kattar Chennai supporters chhakka...🤣🤣,कट्टर चेन्नई समर्थक छक्का...🤣🤣,0.0966,0.7862,-0.6896,1
train-1724,train,0,"Logo ki soch badlo, kapde nahi",लोगो की सोच बदलो कपड़े नहीं,0.0659,0.0644,0.0016,1
train-1713,train,0,"Tum sab mere mazak banake rakhenge, Gita bhi shamil hai meri bewakoof banaane me, ye kal hi pata chala mereko aur kon kon hai tera saath do.",तुम सब मेरे मजाक बना के रखे हो गिता भी सामिल है मुझे बेवकूफ बनाने में ये मुझे कल पता चला और कौन कौन है तेरे साथ जवाब दे,0.018,0.3428,-0.3248,1
train-1729,train,0,"Maut bisari baware, accharaj kisi kaun. Ye tan mitti mein mil jayega, jyon aate mein lona. Maut sabko aani hai, aaj inki thi, kal hamari bari hai.","मौत बिसारी बावरे ,अचरज किनी कौन। ये तन मिट्टी में मिल जाएगा, ज्यों आटे में लोन।। मौत सबको आनी है,आज इनकी थी,कल हमारी बारी है।",0.0117,0.0332,-0.0215,1
train-1748,train,0,"Modi ji ka Twitter account hack hua to hattrick marr gaya, aur Modi ji ke raj mein mahangai badhi to phir kyun na koi hattrick nahi marrta, chutiya?","🤫मोदी जी का ट्विटर अकाउंट हैक हुवा तो हड़कंप मच गया, और मोदी जी के राज में महंगाई बढ़ी तो फिर क्यों नहीं कोई हुडकाप मचता🤔",0.2687,0.9952,-0.7265,1
train-1769,train,0,Kitni burai lag rahi chudail,कितनी बुरी लग रहाई चुड़ैल,0.2098,0.9853,-0.7755,1
train-1757,train,0,Kya gunda banega tu 😁😁😁,क्या गुण्डा बने गा तू 😁😁😁,0.9913,0.8926,0.0987,3
train-1774,train,0,Behen ka lauda,बहन का लौड़ा,0.9813,0.9298,0.0515,1
train-1761,train,0,Purane zamane me log shame se hi mar jate the aur abke zamane me jahaar bhi asar nahi karta 😜😜😜😂😂😂😂,पुराने जमाने में लोग शर्म से ही मर जाते थे और आज के जमाने में जहर भी असर नहीं करता 😜😜😜😂😂😂😂,0.0332,0.5551,-0.5219,1
train-1765,train,0,"Haajmola aur Ino ready rakho, betahasha noodles khele ke baad, aur latrine ka darwaza bhi khula chhod ke rakho... saath me paani ki balti bhar ke aur tatti wala dabba bhi bhar ke rakho 😁😁😁😅😅😅",हाजमोला और ईनो रेडी रख ..बेतहाशा नूडल ठूसने के बाद ..ओर लैट्रिन का दरवाजा भी खुला छोड़ के रखना ...साथ में पानी की बाल्टी भर के और टट्टी वाला डब्बा भी भर के रखना 😁😁😁😅😅😅,0.0511,0.7015,-0.6504,1
train-1754,train,0,"Modi aur Yogi ji ne sab kuch badal kar rakh diya hai... Rahul Gandhi mata Vaishnav Devi ke darshan ke gaye hai, Priyanka Gandhi Ayodhya ja rahi hai, Mayawati apne manch se ""Har Har Mahadev"" ka naara lag rahi hai aur Tipu Sultan ke chhak Aakhilesh Yadav Mathura me mandir banane ki ghoshna kar rahi hai... Hamara vote saarthak hua.","मोदी और योगी जी ने सबकुछ बदलकर रख दिया है..  राहुल गांधी माता वैष्णव देवी के दर्शन को गए हैं, प्रियंका गांधी अयोध्या जा रही हैं, मायावती अपने मंच से हर हर महादेव का नारा लगा रही हैं और टीपू सुल्तान के चहक अखिलेश यादव मथुरा में मंदिर बनाने की घोषणा कर रहे हैं  हमारा वोट सार्थक हुआ",0.0354,0.7379,-0.7024,1
train-1804,train,0,"Garibon pe atyachar, bade logon ke talwe chhatte ho sale, khuda se darto",गरीबों पे अत्याचार बड़े लोगों के तलवे चाटते हो सालो खुदा से डरो,0.0842,0.979,-0.8948,1
train-1846,train,0,"Bro, log ye beemari chutiya hai, Delhi ke log samajhte nahi hai. Delhi mein jhuggi jhopri wale sabse bekar log aate hai aur gandagi karte hai.",भाई  लोग  यह बीमारी  खतरनाक है  दिल्ली  के  लोग समझते नहीं  है  दिल्ली  में   झुग्गी  झोपड़ी में  बहर से लोग आते है  और  गंदगी  करते है,0.9769,0.9964,-0.0195,1
train-1867,train,0,Behen ke laude kuch bhi bol deye ho,बहन के लोड़े कुछ भी बोल देते हो,0.4357,0.9862,-0.5505,1
train-1798,train,0,In chutiyaon ki waajah se desh ka aisa haal hai. Sher jangal ke janwaron ka raja hota hai use social development aur samaj ka knowledge nahi hota hai shayad aisa wahi hai. Bhakt janwar aur sher vs phanku siyaar.,इन चूतियों की बजह से देश का ऐ हाल है।  शेर जंगल के जानवरों का राजा होता है उसे  सामाजिक विकास और समाज का ज्ञान नहीं होता है शायद ऐ वही है  । भक्त जानवर और शेर बनाम फेंकू  सियार  ।,0.9611,0.9922,-0.031,3
train-1953,train,0,Gadi loke ad me chala ke public ko bewakoof bana rahe ho,गाड़ी लोग ऐड में चलाकर पब्लिक को बेवकूफ बनाते हो,0.948,0.9923,-0.0443,1
train-1972,train,0,Matalabi sali kutti 😡,मतलबी साली कुत्ती 😡,0.9957,0.9943,0.0014,1
train-1968,train,0,"Sanjay Raut ki takay galat lagti hai but Modi ji tak chup kyun reh rahe, isme doubt hai thoda",संजय राउत की टीका गलत लगती है मगर मोदी जी आज तक चुप क्यों थे इसमें थोड़ा डाउट है,0.6674,0.8226,-0.1552,1
train-2033,train,0,Kutta bhi hai,कुत्ता भी है,0.0701,0.9899,-0.9198,1
train-2023,train,0,"Conductor gate pe ticket karta hai, davar se daba raha hai, horn bhi usi tarah lag raha hai aur gear bhi usi tarah laga raha hai",कन्डेकटर  गेट पे टिकट काटता है डावर हर्न आछे से दबाता है और गेयर भी आछे से लगाता है,0.0203,0.0812,-0.061,1
train-2058,train,0,"Pagal uski marriage ho chuki hai anti bola,","पागल उसकी मैरिज हो चुकी है एंटी बोला,,,",0.2637,0.8735,-0.6098,1
train-2090,train,0,Madarchod sali kutti,मादर चोद साली कुत्ती,0.996,0.9975,-0.0015,1
train-2099,train,0,"Humko bhi bulana, income ho jayega tumhari",हमे भी बुलाना ईनकम हो जाऐगी,0.0214,0.047,-0.0256,1
train-2109,train,0,"Gand phar do bhaiyo, aaj ye hi maut ka world cup ka badla lene ka",गांड फार दो भाइयों आज यही मौका है वर्ल्ड कप का बदला लेने का,0.9953,0.9866,0.0088,1
