row_id,split,label,text,hindi_text,seed_text,seed_origin,variant,cosine,judge_label,judge_conf,hinglish_abuse,source
synth-train-10897-obfuscation,train,0,"Isko kahate hain th00k kar ch@tna, jaise ki nikm@ ch#d w@le ne M0di ki t@r!f k! aur hua sab ult@",इसको कहते है थूक कर चाटना जैसे कि निकम्मी ओलाद बालों ने मोदी की तारीफ की और हुआ सब उल्टा,"Isko kahate hain thook kar chatna, jaise ki nikamma olad wale ne Modi ki tarif ki aur hua sab ulta",train_quarantine,obfuscation,0.7072,0,0.95,0.9771,hard_aug
synth-train-5409-obfuscation,train,0,"Ye vahi Owaisi hai jo apne hi chhot.e bhai ne pulic h@tawane ki baat ki thi, ab khud apni secu@ty na kar p@ rhe h@in",ये वही ओवैसी है जिनके अपने ही छोटे भाई ने पुलिस हटवाने की बात की थी आज खुद अपनी सुरक्षा नही कर पा रहे हैं,"Ye wahi Owaisi hai jo apne hi chhote bhai ne police hatawane ki baat ki thi, ab khud apni security na kar pa rhe hain",train_error,obfuscation,0.8268,0,0.85,0.9881,hard_aug
synth-train-6262-paraphrase,train,0,Isse accha to nangi video bna do to accha lgta h yaar 😎,ईससे अच्छा तो नंगी ही वीडियो ही बनाती तो अच्छा लगता 👌👌👌👌,Isse achcha to nangi video hi banati to achha lagta,train_quarantine,paraphrase,0.6166,0,0.85,0.9906,hard_aug
synth-train-13786-obfuscation,train,0,"Hamare India ke sc1ent1s to corona virus ki vaccine dhoond lii. Modi jee, kutw@ virus ka vaccine kab nikal lo ge jo corona se bhi jy@da khatrN@k hai jo b@hut jy@da tezi se pahtuch r@h@ hai ham@re InDiy@ me. #@rd@r_bhaye_lefT",हमारे इंडिया के सैंटिस तो करोना वायरस की वैक्सीन ढूंढ ली🤗 मोदी जी कटुआ वायरस का वैक्सिंग कब निकाल लो गे जो करोना से भी ज्यादा खतरनाक है जो बहुत ज्यादा तेजी से फैलता जा रहा है हमारे इंडिया में#🧔👈,"Hamare India ke scientists to corona virus ki vaccine dhoond lii. Modi ji, cutua virus ka vaccine kab nikal lo ge jo corona se bhi jyada khatarnak hai jo bahut jyada tezi se pahunch raha hai hamare India me. #ardaar_bhaiye_left",train_quarantine,obfuscation,0.8101,0,0.85,0.7638,hard_aug
synth-train-9963-paraphrase,train,0,"Hume laga aadmi tha bhai, aurat nikli saali yaar",हमने सोचा आदमी था जी तो औरत निकली साली,"Hume socha admi tha ji, to aurat nikali saali",train_quarantine,paraphrase,0.6337,0,0.9,0.0714,hard_aug
synth-train-9963-obfuscation,train,0,"Hume socha admi tha ji, to aur@t nik@li s@li",हमने सोचा आदमी था जी तो औरत निकली साली,"Hume socha admi tha ji, to aurat nikali saali",train_quarantine,obfuscation,0.7723,0,0.9,0.0106,hard_aug
synth-train-14385-obfuscation,train,0,Agar maine chhodni hai to C@ngres laana padega,अगर मैंगाई छोडनि है तो  कांग्रेस लाना होगा,Agar maine chhodni hai to Congress laana padega,train_error,obfuscation,0.9033,0,0.85,0.9133,hard_aug
synth-train-5101-paraphrase,train,0,Jaake tatti karo aao,जाकर टट्टी कर आ,Jaakar tatti kar aao,train_quarantine,paraphrase,0.6847,0,0.9,0.9936,hard_aug
synth-train-10806-mix_english_heavy,train,1,"Gas mohaga chulha jalalungi, petrol mohaga cycle chalalungi, sukki roti khalungi lekin hinduon ke virodhi Sonia Gandhi aur Rahul Gandhi ke saath kabhi nahi denge. Unka virodhi karte rahunge.",गेस महगी चुला.जला लुंगा पेट्रोल महगा साईकिल चला लुगा सुकी रोटी खालुगा मगर हिन्दुओं का विरोध करने वाले सोनिया गांधी राहुल गांधी का कभी साथ नही दुंगा,"Gas mohagay chulha, jalalunga. Petrol mohaga, cycle chala lunga, sukki roti kha lunga lekin hinduon ke virudh karta hai wale Sonia Gandhi aur Rahul Gandhi ke saath kabhi nahi denge. Unka virudh karta rahaunga.",train_error,mix_english_heavy,0.7585,1,0.9,0.9914,hard_aug
synth-val-870-paraphrase,train,0,"Pata nahi kya, gar bhi maar le!",गार भी मार ले,Gar bhi maar le,val_error,paraphrase,0.6969,0,0.85,0.0104,hard_aug
synth-train-18754-mix_english_heavy,train,0,"Arey bhai kuch shame to karo, animal hai to kya, pain sabka hota hai na",अरे भाई कुछ शर्म तो कर जानवर है तो क्या हुआ दुख सब को होता है,"Arey bhai kuch shame to karo, jantu hai to kya hua, dukh sabko hota hai",train_quarantine,mix_english_heavy,0.7873,0,0.85,0.8415,hard_aug
synth-train-15223-paraphrase,train,0,O Raut hamre yahan gand se kheti hoti hai...,ओ रावत हमारे यहां गधा से खेती होता है..….,O Raut hamare yahan gand se kheti hota hai...,train_quarantine,paraphrase,0.887,0,0.95,0.9965,hard_aug
synth-train-15223-obfuscation,train,0,O Raut hamare yahan g@nd se kheti hoti hai...,ओ रावत हमारे यहां गधा से खेती होता है..….,O Raut hamare yahan gand se kheti hota hai...,train_quarantine,obfuscation,0.8783,0,0.95,0.0282,hard_aug
synth-train-9370-paraphrase,train,0,Aur teri biwi ki laga hai 🤪🤪🌼🕊️💖🎲📱💯💮💋🎉🍌📲🍭🍭,और तेरी बहन की लगी है 🤪🤪🌻🕊️💞🎲📲💯💮💋🎊🍌📲🍭🍭,Aur teri behen ki laga hai 🤪🤪🌻🕊️💞🎲📲💯💮💋🎊🍌📲🍭🍭,train_error,paraphrase,0.6118,0,0.8,0.7537,hard_aug
synth-train-9370-obfuscation,train,0,Aur teri bhe.n ki lga h@i 🤪🤪🌻🕊️💞🎲📲💯💮💋🎊🍌📲🍭🍭,और तेरी बहन की लगी है 🤪🤪🌻🕊️💞🎲📲💯💮💋🎊🍌📲🍭🍭,Aur teri behen ki laga hai 🤪🤪🌻🕊️💞🎲📲💯💮💋🎊🍌📲🍭🍭,train_error,obfuscation,0.753,0,0.9,0.953,hard_aug
synth-train-16170-paraphrase,train,0,"Tumhare jaise ladke hai bhai jo marne wala mara to ghar se bahar jana padta hai ki bathroom kam pada tha, marne wala mara to door jayege, marne wala mara to lothe ke bal me marne wala mara.",तुम्हारे जैसे लड़के हैं जनाब जिनको मुट्ठी मारना होता तो घर के बाहर जाना पड़ता है कि बाथरूम कम पड़ गया था कि हम मुट्ठी मारने के लिए जो दूर जा रहे हो मुट्ठी मारने लोड़े के बाल,"Tumhare jaise ladke hain janab, jo marne wala mara to ghar se bahar jana padta hai ki bathroom kam pada tha, marne wala mara to door jayege, marne wala mara to lothe ke bal me marne wala mara.",train_quarantine,paraphrase,0.9811,0,0.95,0.9839,hard_aug
synth-train-18033-paraphrase,train,0,Vese to har koi accha hai jo like karta hai follow bhi karta hai... woh to sura ka baccha hai,वेसे तो हर कोई है  बहुत अच्छा  जो इसको। लाईक करे  फोलो करें वो है सुवर का बच्चा,"Vese to har koi accha hai jo isko like karta hai, follow karta hai... woh to sura ka baccha hai",train_error,paraphrase,0.9524,0,0.85,0.0296,hard_aug
synth-train-16170-obfuscation,train,0,"Tumhare jaise ladke hain janab, jo marne wala mara to ghar se bahar jena padta hai ki b@throom kam pada tha, marne wala mara to door jayege, marne wala mara to l@the ke bal me marne wala mara.",तुम्हारे जैसे लड़के हैं जनाब जिनको मुट्ठी मारना होता तो घर के बाहर जाना पड़ता है कि बाथरूम कम पड़ गया था कि हम मुट्ठी मारने के लिए जो दूर जा रहे हो मुट्ठी मारने लोड़े के बाल,"Tumhare jaise ladke hain janab, jo marne wala mara to ghar se bahar jana padta hai ki bathroom kam pada tha, marne wala mara to door jayege, marne wala mara to lothe ke bal me marne wala mara.",train_quarantine,obfuscation,0.9799,0,0.9,0.9822,hard_aug
synth-train-18033-obfuscation,train,0,"Vese to har koi ach@ hai jo isko like karta hai, follow karta hai... woh to sura k@ baccha hai",वेसे तो हर कोई है  बहुत अच्छा  जो इसको। लाईक करे  फोलो करें वो है सुवर का बच्चा,"Vese to har koi accha hai jo isko like karta hai, follow karta hai... woh to sura ka baccha hai",train_error,obfuscation,0.9541,0,0.8,0.0113,hard_aug
synth-train-3924-paraphrase,train,0,Byyyyyyyy nautanki wala sala,Byyyyyyyy नौटंकी साला,Byyyyyyyy nautanki sala,train_quarantine,paraphrase,0.942,0,0.85,0.9802,hard_aug
synth-train-3924-mix_english_heavy,train,0,Byyyyyyyy drama king sala,Byyyyyyyy नौटंकी साला,Byyyyyyyy nautanki sala,train_quarantine,mix_english_heavy,0.7964,0,0.85,0.9188,hard_aug
synth-train-3924-obfuscation,train,0,Byyyyyyyy n@ut@ki s@l@,Byyyyyyyy नौटंकी साला,Byyyyyyyy nautanki sala,train_quarantine,obfuscation,0.8,0,0.85,0.0216,hard_aug
synth-val-2118-paraphrase,train,1,"Jab ishq shuruaat ho jata hai tab ma-baap ko kuch nahi pata, jab dil kheens ho jata hai tab to darra aandar se mar deta hai. Kisi bacche, ladki ka, ladka ka, ma-baap ke jismein lag kar rote hain, sirf ped ya bathroom mein takia ke piche raat ko chup chup rote hain.",जब इश्क होता ना मां बाप को नहीं पता होता जब दिल टूटता है ना तो दर्द अंदर ही अंदर घुट के मार देता है कोई बच्चा कोई लड़की कोई लड़का मां बाप के सीने से लगी कोई रोता सिर्फ पेड़ या बाथरूम में रात को तकिए के छुप छुप के रोना पड़ता है,"Jab ishq hota hai toh ma-baap ko kuchh nahi pata, jab dil toot jata hai tab toh darra andar hi andar ghus kar mar deta hai. Koi baccha, koi ladki, koi ladka, ma-baap ke seen se lag ke rota hai, sirf ped ya bathroom mein raat ko takia ke pic",val_error,paraphrase,0.8147,1,0.95,0.0209,hard_aug
synth-val-6166-obfuscation,train,0,"Itne bhi kapde kyun phehe hue ho, apni yeh bhi nikal lo na, usse bhi accha hota, plz aisa video mat banao",इतने भी कपड़े क्यों पहने हैं अपने यह भी निकाल दो ना उससे भी अच्छा होता प्लीज ऐसा वीडियो मत कीजिए,"Itne bhi kapde kyun pehe hue ho, apni yeh bhi nikal lo na, usse bhi accha hota, plz aisa video mat banao",val_error,obfuscation,0.9809,0,0.85,0.9865,hard_aug
synth-train-438-paraphrase,train,0,"Badega babu ki galti, kya fark pade 😂",बिगड़े बाप की बिगड़ी औलाद है क्या फर्क़ पड़ता है 😂,"Badega babu ki baday badtay, kya fark pata hai 😂",train_error,paraphrase,0.6728,0,0.8,0.1291,hard_aug
synth-train-2329-paraphrase,train,0,Sare gali de wale yahan bhi praveha kar rahe hain,सारे गाली देने वाले यहां भी प्रेवेहा कर रहे हैं,Sare gali de ne wale yahan bhi preveha kar rahe hain,train_error,paraphrase,0.9113,0,0.85,0.1754,hard_aug
synth-train-689-mix_hindi_heavy,train,1,Bhagwan tere dhande ko aur badhayein.,भगवान तेरे धंधे को और बढ़ाएं,Bhagwan tere dhande ko aur badhaye,train_error,mix_hindi_heavy,0.9341,1,0.95,0.0293,hard_aug
synth-train-13498-obfuscation,train,0,"Bh@d me jaye tere pyar, jab zaroor@t h@i t@b b@at karna zaroor@t khatam, b@at khatam",भाड मे जाये तेरा प्यार जब जरुरत है तब बात करना जरुरत खतम बात खतम,"Bhad me jaye tere pyar, jab zaroorat hai tab baat karna zaroorat khatam, baat khatam",train_quarantine,obfuscation,0.7486,0,0.85,0.0108,hard_aug
synth-val-1500-obfuscation,train,0,Basram kapd@ nahi na,बेसरम कपडे नही ना,Basram kapde nahi na,val_error,obfuscation,0.8636,0,0.85,0.0091,hard_aug
synth-train-15611-mix_english_heavy,train,1,"Hindu-Muslim Hindu-Muslim Hindu-Muslim, inke paas koi matter nahi hai. Mereko teen-chaar din ho gaye DAP khad nahi mil raha, bajre aur dhan ki bikaai bhi bahut late hui hai. Hone do, jab tel mahanaga ho jaye tab inko pata chalega, tab voters vote girenge.",हिंदू-मुस्लिम हिंदू-मुस्लिम हिंदू-मुस्लिम और कोई इनके पास मुद्दा है ही नहीं मेरे को तीन चार दिन हो गए मेरे को डीएपी खाद नहीं मिल रहा बाजरे की और धान की बिक्री भी बहुत लेट हुई है होने दो तेल महंगा इनको पता लग जाएगा वोट गिरेंगे तब,"Hindu-Muslim Hindu-Muslim Hindu-Muslim aur koi inke paas matter hi nahi hai. Mere ko teen-chaar din ho gaye mere ko DAP khad nahi mil raha hai, bajre ki aur dhan ki bikaai bhi bahut late hui hai. Hone do, tel mahanaga inko pata lag jayega t",train_error,mix_english_heavy,0.8879,1,0.8,0.7743,hard_aug
synth-train-15023-paraphrase,train,1,Sardi me school ki chutti pardna ka maza toh nahi aya😂😂😂🤣🤣🤣🥶🥶🥶,सर्दी मेही स्कूल की छुट्टी पाड़ने की मजा ही ओर हे😂😂😂😂😂😂🤣🤣🤣🤣🤣🥶🥶🥶🥶,Sardi mehi school ki chutti pardane ka maza hi or hai😂😂😂😂😂😂🤣🤣🤣🤣🤣🥶🥶🥶🥶,train_error,paraphrase,0.6777,1,0.9,0.8147,hard_aug
synth-train-15023-mix_hindi_heavy,train,1,Sardi mehi school ki chutti pardane ki maza hi or hai😂😂😂😂😂😂🤣🤣🤣🤣🤣🥶🥶🥶🥶,सर्दी मेही स्कूल की छुट्टी पाड़ने की मजा ही ओर हे😂😂😂😂😂😂🤣🤣🤣🤣🤣🥶🥶🥶🥶,Sardi mehi school ki chutti pardane ka maza hi or hai😂😂😂😂😂😂🤣🤣🤣🤣🤣🥶🥶🥶🥶,train_error,mix_hindi_heavy,0.9689,1,0.9,0.1573,hard_aug
synth-val-5479-paraphrase,train,0,"Choti behen ke kapre pehne wali, 😄😄😊😊😂😂😂 mask lene wali","छोटी बहन का कपड़ा पहन लेती हो, 😄😄😊😊😊😂😂😂 mask vali","Chhoti behen ka kapda pahin lene wali, 😄😄😊😊😊😂😂😂 mask wali",val_error,paraphrase,0.7538,0,0.85,0.8587,hard_aug
synth-train-4339-paraphrase,train,1,Ye paudhe ko paani denewale boy ke bajewali ladki ki haath mein.,पौधे को पानी देनेवाले लडके के bajuwali ladki के हाथ में,Ye paudhe ko paani denewale ladke ke bajaali ladki ke haath mein.,train_error,paraphrase,0.8294,1,0.95,0.063,hard_aug
synth-val-5479-obfuscation,train,0,"Chh@tiy bhen k@ kpdd@ phin lene wali, 😄😄😊😊😊😂😂😂 m@sk wali","छोटी बहन का कपड़ा पहन लेती हो, 😄😄😊😊😊😂😂😂 mask vali","Chhoti behen ka kapda pahin lene wali, 😄😄😊😊😊😂😂😂 mask wali",val_error,obfuscation,0.6301,0,0.85,0.5049,hard_aug
synth-train-14443-paraphrase,train,0,Mujhe aapke kapre oski jagah accha nahi laga behen,मुझे आपके कपड़े पहनना अच्छा नहीं लगा बहन,Mujhe aapke kapre pehna accha nahi laga behen,train_error,paraphrase,0.8062,0,0.85,0.2745,hard_aug
synth-train-13100-paraphrase,train,1,Aap to ghar par hi gai aur bainsan par aur tajee doodh ka mawa banakar khaate ho kyunki itne population wale desh me asli mawa se mithai nahi ban sakti,आप तो घर पर ही गाय और भैंस पालन और ताजी दूध का मावा बनवा कर  खाओ है क्योंकि इतने पापुलेशन वाले देश में असली मावा से  मिठाई नहीं खाई जा सकती,Aap to ghar par hi gay aur bainsan paran aur tajee doodh ka mawa banakar khaate ho kyunki itne population wale desh mein asli mawa se mithai nahi khaa sakti,train_error,paraphrase,0.9266,1,0.9,0.9755,hard_aug
synth-train-8404-paraphrase,train,0,"Jyoti, meri thigh pe jldi se beth jao aao 🍌🍌💋💋",ज्योति मेरी जांघ पर बैठ जा आकर 🍌🍌💋💋,Jyoti meri thigh par beth jao aao 🍌🍌💋💋,train_error,paraphrase,0.7759,0,0.95,0.9114,hard_aug
synth-train-8404-obfuscation,train,0,Jyoti meri j@ng par bethe j@o aao 🍌🍌💋💋,ज्योति मेरी जांघ पर बैठ जा आकर 🍌🍌💋💋,Jyoti meri thigh par beth jao aao 🍌🍌💋💋,train_error,obfuscation,0.675,0,0.9,0.2082,hard_aug
synth-train-17040-contrastive,train,1,Matalab Google ek saal mera baccha hai,मतलब गुगल मुज से इक साल बडा है,Matalab Google mujse ek saal bada hai,train_quarantine,contrastive,0.7201,1,0.95,0.0464,hard_aug
synth-train-15351-paraphrase,train,0,Iske mukh se nafrat hai yaar,इसके मु से नफ़रत है साला,Iske mu se nafrat hai sala,train_quarantine,paraphrase,0.7042,0,0.9,0.9906,hard_aug
synth-train-15351-obfuscation,train,0,Iske m@ se nafrat h@i s@l@,इसके मु से नफ़रत है साला,Iske mu se nafrat hai sala,train_quarantine,obfuscation,0.6154,0,0.9,0.0148,hard_aug
synth-train-11467-paraphrase,train,0,"Beti ladkon se important hoti hai, har kam me beti ko pyar karna. Kuch samay aapke saath rehti hai, phir dusre ke ghar chali jati hai.",बटी लडको से अहम होती है हर काम में बटी को प्यार करना कुछ समय आपके साथ रहती है फिर दूसरे की घर चली जाती हैं,"Beti ladkon se aham hoti hai, har kam me beti ko pyar karna. Kuch samay aapke saath rehti hai, phir dusre ke ghar chali jati hai.",train_quarantine,paraphrase,0.9581,0,0.8,0.0126,hard_aug
synth-train-11467-obfuscation,train,0,"Beti l@dkon s3 aham h0ti h@, h@r k@am m3 beti k0 p3ar karna. Kuch s@my aapk3 s@th rhiti h@, phir d0sre k3 ghar ch@li j@ti h@i.",बटी लडको से अहम होती है हर काम में बटी को प्यार करना कुछ समय आपके साथ रहती है फिर दूसरे की घर चली जाती हैं,"Beti ladkon se aham hoti hai, har kam me beti ko pyar karna. Kuch samay aapke saath rehti hai, phir dusre ke ghar chali jati hai.",train_quarantine,obfuscation,0.5668,0,0.85,0.066,hard_aug
synth-train-11391-mix_hindi_heavy,train,1,"Ab main kadam hu tumhare dwaar, dono haath jode leke chhaiya khatu wale rigas ke o mode pe.",अब मे खडा हु द्वार तुमारे दोनों हाथ जोड के लेने खाटू वाले रीगस के उस मोड पे,"Ab main kadam hu tumhare dwaar, dono haath jode leke chhaiya khatu wale rigas ke us mode pe",train_error,mix_hindi_heavy,0.9485,1,0.9,0.1409,hard_aug
synth-train-9380-paraphrase,train,0,"Chudail tum kon se ho, aa jao na rey",चुड़ैल kitthe हो aa जा,Chudail kitthe ho aa jao na,train_quarantine,paraphrase,0.5774,0,0.85,0.9921,hard_aug
synth-train-9380-obfuscation,train,0,Chud@iL kitthe h0 aa j@0 n@,चुड़ैल kitthe हो aa जा,Chudail kitthe ho aa jao na,train_quarantine,obfuscation,0.5556,0,0.9,0.8306,hard_aug
synth-val-39-obfuscation,train,0,Chuhon se shadI karnE ko chhod do to,चूहों से शादी करना छोड़ दो तो,Chuhon se shaadi karne ko chhod do to,val_error,obfuscation,0.9611,0,0.9,0.0389,hard_aug
synth-train-9371-obfuscation,train,0,Aise k@rmchariyon ko to jute se marne ki zaroorat hai,ऐसे कर्मचारियों को तो जूते से मारना चाहिए,Aise karmchariyon ko to jute se marne ki zaroorat hai,train_quarantine,obfuscation,0.9474,0,0.95,0.9498,hard_aug
synth-val-6532-paraphrase,train,1,"Sher kr diya yaar dost, apun toh pgl lg rha hain.",शेर कर दिया है यार दोस्त,Sher kar diya hai yaar dost,val_error,paraphrase,0.6036,1,0.9,0.9284,hard_aug
synth-val-6532-mix_hindi_heavy,train,1,Sher kar diya hai yaar dost.,शेर कर दिया है यार दोस्त,Sher kar diya hai yaar dost,val_error,mix_hindi_heavy,0.9525,1,0.95,0.0863,hard_aug
synth-val-6414-paraphrase,train,0,Kya koi ye samajh pata hai? Jab sanatanies ko road par dance karte hue fursoat mil rahi hai tab toh... 🤔🤔,"को समझेगा ये ,,, सनातनी लोगो को रोड़ पर नाचने से फुरसत मील तब तो 🤔🤔","Koi samajhega ye, sanatanio ko road par naachne se fursoat mil tab toh 🤔🤔",val_error,paraphrase,0.5746,0,0.85,0.0447,hard_aug
synth-val-6414-contrastive,train,1,"Koi samajhega ye, sanatanio ko road par naachne se fursoat kyon mil tab toh 🤔🤔","को समझेगा ये ,,, सनातनी लोगो को रोड़ पर नाचने से फुरसत मील तब तो 🤔🤔","Koi samajhega ye, sanatanio ko road par naachne se fursoat mil tab toh 🤔🤔",val_error,contrastive,0.9564,1,0.85,0.0249,hard_aug
synth-train-10554-contrastive,train,1,Saccha batana kitne logon ka pichawada me jala hua hai.,सच बताना कितने लोगो का pichawada मे जलन हुई 😂😂😂  🙏🙏🙏,Saccha batana kitne logon ka pichawada me jala hua hai 😂😂😂 🙏🙏🙏,train_quarantine,contrastive,0.9134,1,0.9,0.9126,hard_aug
synth-train-18612-contrastive,train,1,Itne paisa dena to mar jao 😂😂😂😂,इतने पैसे देने से अच्छा तो मर जाना अच्छा😂😂😂😂,Itne paisa dena to mar jana achha hai 😂😂😂😂,train_quarantine,contrastive,0.7957,1,0.8,0.0116,hard_aug
synth-val-2340-mix_english_heavy,train,1,Suna hai ab wo school mein padha rahi hai aur maine name wale baccho ko bechain ka cutti hai 😂,"सुना है कि अब वो स्कूल में पढ़ाती है,  और मेरे नाम वाले बच्चे को बिना मतलब के कूटती है 😂","Suna hai ki ab vo school mein padha rahi hai, aur meri name wale bacche ko bechain ka kutti hai 😂",val_error,mix_english_heavy,0.8528,1,0.8,0.931,hard_aug
synth-train-13096-paraphrase,train,0,Khuni ko chaure par latka ke fasaa dijiye taki baki terror aur unke saathijada dhadkan me aaye,खुनी को चौरहे  पर लटका कर   फासी  दिया जाये ताकी   बाकी अंतकवादी और उनके साथीदार दहशत मे आ जाएंगे,Khuni ko chaure par latka ke fasaa diya jaaye taaki baki antakvadi aur unke saathidar dahshat me aaye,train_quarantine,paraphrase,0.7348,0,0.95,0.949,hard_aug
synth-train-13096-obfuscation,train,0,Khuni ko chaure par latka ke fas@ diya jaaye takay baki antakvadi aur unke saathidar dahshat me aaye,खुनी को चौरहे  पर लटका कर   फासी  दिया जाये ताकी   बाकी अंतकवादी और उनके साथीदार दहशत मे आ जाएंगे,Khuni ko chaure par latka ke fasaa diya jaaye taaki baki antakvadi aur unke saathidar dahshat me aaye,train_quarantine,obfuscation,0.9285,0,0.95,0.9866,hard_aug
