row_id,split,label,text,hindi_text,seed_text,seed_origin,variant,cosine,judge_label,judge_conf,hinglish_abuse,source
synth-train-8106-paraphrase,train,0,Aap jaise ladki ke karan society kaat rahi hai kharab,आप जैसी लड़की की वजह से समाज खराब हो रहा है,Aap jaisi ladki ke karan samaj kharaab ho raha hai,train_quarantine,paraphrase,0.6499,0,0.95,0.2937,hard_aug
synth-train-6314-contrastive,train,1,"Aaj apni maatri-bhoomi ka baten wale gaddar ke maut ka din hai... Ham Bhagat, Sukhdev, Azad jaise deshbhakt ke diwane hain, batwara karna wale charakhe wale ke nahi...","*आज अपनी मातृभूमि के बाटने वाले गद्दार का जन्मदिन हैं...*   *हम भगत, सुखदेव, आजाद जैसे देशभक्त के दीवाने हैं, बटवारा करने वाले चरखे वाले के नहीं...*","Aaj apni maatri-bhoomi ka baten wale gaddar ka janamdivas hai... Ham Bhagat, Sukhdev, Azad jaise deshbhakt ke diwane hain, batwara karna wale charakhe wale ke nahi...",train_quarantine,contrastive,0.9471,1,0.9,0.9799,hard_aug
synth-train-16973-paraphrase,train,0,"Bro sab kuchh toh sahi hai but pahle naakhoon khaaye yaar, kato lo",भाई सब तो ठीक है पर पहले नाखून काट लो,"Bhai sab toh thik hai par pehle naakhoon khaate ho yaar, kato lo",train_quarantine,paraphrase,0.6176,0,0.85,0.0585,hard_aug
synth-train-8270-mix_hindi_heavy,train,1,"Kya gazab hai na, Delhi wali dil de rahi hai, Patna wali pat rahi hai... Uttarakhand wali ne bhi uttar dena band kar diya hai... 😎😎😎 😂😂😂","😎😎😎  क्या गजब है   ना दिल्ली वाली दिल दे रही है,   ना पटना वाली पट रही है..!   उत्तराखंड वाली ने भी उत्तर देना बंद कर दिया है...  😉😉😉😂😂😂","Kya gazab hai na, Delhi wali dil de rahi hai, Patna wali pat rahi hai... Uttarakhand wali ne bhi uttar dena band kar diya hai... 😎😎😎 😄😄😄",train_error,mix_hindi_heavy,0.9837,1,0.95,0.0826,hard_aug
synth-val-3012-paraphrase,train,1,"Bachcharo log sales man ki cunning ke shikaar ho jaate hai, ap bhi to ho na isme.",Sales man की चतुराई के शिकारी बनते है बेचारे उसमें आप भी हो न,"Bachcharo sales man ki chaturai ke shikaari ban jaate hai, ap bhi ho na isme.",val_error,paraphrase,0.762,1,0.9,0.9334,hard_aug
synth-train-10589-paraphrase,train,1,"Ek ladka bechara, gham ka mara galiyon mein phir raha tha bana ke aawara. Apni maa ka tha woh dulara, par ek ladki ke pyaar mein apna dil haar gaya. Chor ke chali gayi woh ladki jo uski nahi thi, uske naam ke liye de diya jeevan apna saara. Na jaae kaise ho jaye ab uske gujar ka, koi to hoga jo de sake sahara. Ek ladka bechara gham ka mara galiyon mein phir raha tha bana ke aawara 😜😜🤣🤣🤪🥰 Good afternoon 🥰",एक लड़का बेचारा गम का मारा गलियों में फिरता था बन के आवारा अपनी मां का था वह दुलारा पर एक लड़की के प्यार में वो अपना दिल हारा छोड़ कर चली गई वो लड़की उसे जिसके नाम कर दिया जीवन अपना सारा ना जाने कैसे होगा अब उसका गुजारा कोई तो होगा जो देगा सहारा एक लड़का बेचारा गम का मारा गलियों में फिरता था बन के आवारा 🥰🥰🤣🤣🤣🤪🤪🤪😜😜  Good afternoon 🥰,"Ek ladka bechara, gham ka mara galiyon mein phir raha tha, bana ke aawara. Apni maa ka tha woh dulara, par ek ladki ke pyar mein woh apna dil haar gaya. Chor ke chali gayi woh ladki, jo uski nahi thi, uske naam ke liye de diya jeevan apna s",train_error,paraphrase,0.982,1,0.95,0.887,hard_aug
synth-train-6919-obfuscation,train,0,You're as beautiful as your g@nd is!,जितनी खूबसूरत आप हो उतना ही खूबसूरत आपका figure bhi hai,You're as beautiful as your figure is!,train_error,obfuscation,0.8486,0,0.9,0.02,hard_aug
synth-train-462-mix_hindi_heavy,train,1,Ek gāv me bijli āni thi... log khush hone se nache lage! Ek kutta bhi nache la ga...! Kisi ne pūnā: tu kyūṁ nāc raha hai...? Kutta bola: kambey to lage bhi yār 😜😂,एक गाँव में बिजली आनी थी... लोग खुश होकर नाच रहे थे! एक कुत्ता भी नाचने लगा..!  किसी ने पूछा: तू क्यूँ नाच रहा है...? कुत्ता बोला: खंबे भी तो लगेंगे🤓🤓😂🤓🤓,Ek gaon me bijli aane wali thi... log khush hone se nache lage! Ek kutta bhi nache laga...! Kisi ne pucha: tu kyun naach raha hai...? Kutta bola: kambey to lagenge bhi yaar 😜😂,train_error,mix_hindi_heavy,0.8647,1,0.95,0.9394,hard_aug
synth-val-2861-obfuscation,train,0,"Dh@kkan kahan ke, yahan se dafa ho jao","ढक्कन कहीं के, दफा हो यहाँ से","Dhaakkan kahan ke, yahan se dafa ho jao",val_error,obfuscation,0.9307,0,0.9,0.0071,hard_aug
synth-val-4990-paraphrase,train,1,"Ishq kiya tha humne bhi, hum bhi raton me jagate the tha koi jiska baad hum nange paan chale the❤❤❤",इश्क़ किया था हमने भी हम भी रातों को जागे थे  था कोई जिसके पीछे  हम नंगे पांव भागे थे❤❤❤,"Ishq kiya tha humne bhi, hum bhi raton ko jagaye the tha koi jiski baad hum nange paan chale the❤❤❤",val_error,paraphrase,0.9296,1,0.95,0.0232,hard_aug
synth-train-9282-paraphrase,train,0,Tu zindagi tabah kar ke rakh diya hai saali.,जिंदगी तबाह कर के रख दिया है साली,Zindagi tabah kar ke rakh diya hai saali,train_quarantine,paraphrase,0.9296,0,0.95,0.0218,hard_aug
synth-train-19544-paraphrase,train,1,"Bhai main bhi Hindu hoon lekin main aapke is hinsak bayaan bazi ke khilaaf hoon. Kyunki Hindu ke kisi granth me ye nahi hai ke kisi ko uske rabba ke saamne rokna chahiye, balki Hindu granthon me ye likha hai ke aisa karna paap hai aur Quran me bhi ye hi hai. Bas kuch dogle logon ki wajah se Hindu aur Muslim dono religiously badnama ho gaye.",भाई मैं भी हिन्दू हूँ पर मैं आपके इस हिंसक ब्यान बाज़ी के खिलाफ हूँ क्योंकि हिन्दू के किसी ग्रंथ मे ये नहीं लिखा के किसी को उसके रब्ब का सजदा करने से रोका जाए ब्लकि हिन्दू ग्रंथों के अनुसार ऐसा करना पाप है और यही कुछ कुरान मे भी लिखा है  बस कुछ दोगले लोगों के कारण हिन्दू और मुस्लिम दोनों बदनाम है,Bhai main bhi Hindu hoon par main aapke is hinsak bayaan bazi ke khilaaf hoon kyunki Hindu ke kisi granth me ye nahi likha ke kisi ko uske rabba ka sajdha karna se roka jaye balki Hindu granthon ke anusaar aisa karna paap hai aur yahi kuch ,train_error,paraphrase,0.886,1,0.95,0.7225,hard_aug
synth-val-4832-obfuscation,train,0,"Shadi karni thi to g@y se kyu, jaisa g@rwal@ hai usse karni ch@hiye thi",शादी करनी थी तो गाय से क्योंकि बैल से करनी चाहिए थी,"Shadi karni thi to gai se kyu, jaisa gharwala hai usse karni chahiye thi",val_error,obfuscation,0.8482,0,0.9,0.0298,hard_aug
synth-train-14385-obfuscation,train,0,Agar maine chhodni hai to C@ngres laana padega,अगर मैंगाई छोडनि है तो  कांग्रेस लाना होगा,Agar maine chhodni hai to Congress laana padega,train_error,obfuscation,0.9033,0,0.85,0.9133,hard_aug
synth-train-9370-paraphrase,train,0,Aur teri biwi ki laga hai 🤪🤪🌼🕊️💖🎲📱💯💮💋🎉🍌📲🍭🍭,और तेरी बहन की लगी है 🤪🤪🌻🕊️💞🎲📲💯💮💋🎊🍌📲🍭🍭,Aur teri behen ki laga hai 🤪🤪🌻🕊️💞🎲📲💯💮💋🎊🍌📲🍭🍭,train_error,paraphrase,0.6118,0,0.8,0.7537,hard_aug
synth-val-18-paraphrase,train,0,"Aapko pata hai chedna kise hota hai, bahun mein bhare chedne ka bharpur anand lena.",आप को पता है छेड़ा किसे जाता है बाहों में भर कर छेड़ने का भरपुर आनंद लेना,"Aapko pata hai chedna kise jata hai, bahun mein bhare chedne ka bharpur anand lena",val_error,paraphrase,0.9485,0,0.95,0.0157,hard_aug
synth-train-15732-paraphrase,train,0,"Hindu ko mota kehne wala sabse bada mota sur ki baccha hai, Jai Shree Ram",हिंदुओं को मूर्ख कहने वाले सबसे बड़ा मूर्ख सूअर की औलाद है जय श्री राम,"Hindu ko mota kehane wala sabse bada mota sur ki aulad hai, Jai Shri Ram",train_quarantine,paraphrase,0.8385,0,0.95,0.9882,hard_aug
synth-train-11048-mix_hindi_heavy,train,1,"Pura wakt kame hi nikal doge to rest kabhie karo ge, sharir jab sukh se rhega tab agle ka sukh prapt hoga.",पूरा वक्त काम में ही निकाल दोगे तो रेस्ट कब करोगे शरीर जब सुख से रहेगा तभी ना आगे का सुख प्राप्त होगा,"Pura wakt kam mein hi nikal doge toh rest kab karo ge, sharir jab sukhe se rehenga tab na agle ka sukha prapt hoga",train_error,mix_hindi_heavy,0.8124,1,0.95,0.9692,hard_aug
synth-val-6250-paraphrase,train,1,"Meri bestie... jab bhi yaad aati hai tumhara 😢, tabhi toh paas wali kuttiya 🐕 ko biscuit 😁 deke apni feelings ko manage karta hu 😂🙈😅🤦‍♂️",मेरी bestii..  जब भी तुम्हारी याद आती है 😢 पड़ोसी की कुत्तिया 🐕को बिस्कुट 😁 खिला आता हूं😂🙈😅🤦‍♂️,"Meri bestie... jab bhi tumhari yaad aati hai 😢, paas ki kuttiya 🐕 ko biscuit 😁 khila aata hoon😂🙈😅🤦‍♂️",val_error,paraphrase,0.7041,1,0.95,0.9138,hard_aug
synth-train-9753-obfuscation,train,0,Bobe l@tk gaye bhabhi ji aapke,बोबे लटक गये भाभी जी आपके,Bobe latka gaye bhabhi ji aapke,train_quarantine,obfuscation,0.8198,0,0.85,0.0807,hard_aug
synth-train-6600-paraphrase,train,0,"Isi baat ko dusre dharam me jake keh do, hindu dharam teri gand me ugali karta hai kya",इसी बात को दूसरे धर्म मे भी जा के कहो हिन्दू धर्म हि तेरी गांड मे ऊगली करता हे क्या,"Isi baat ko dusre dharma me bhi ja ke kehna, hindu dharma hi teri gand me ugali karti hai kya",train_quarantine,paraphrase,0.7434,0,0.95,0.9973,hard_aug
synth-train-15863-paraphrase,train,0,"Pagal ho gayi kya body par, dadi ma?",भूत आ गया क्या बॉडी पर दादी माँ,"Bhoot a gaya kya body par, dadi ma?",train_quarantine,paraphrase,0.6934,0,0.9,0.9347,hard_aug
synth-val-3768-paraphrase,train,0,Agar talent hai to dikhao par apna body mat dikhao. Bhai ye ladki to itni badi hai jitni uski kapade ki size.,टैलेंट है तो दिखाओ मगर अपना बदन मत दिखाओ इसके ओके भाई जी यह बच्चे इतनी छोटी नहीं है जितने छोटे इसके कपड़े हैं,"Talent hai to dikhao par apna badan mat dikhao. Iske ok bhai ji, ye bacchi itni chhoti nahi hai jitni chhoti uski kapade hai.",val_error,paraphrase,0.7035,0,0.85,0.9719,hard_aug
synth-val-3899-obfuscation,train,0,"Aurat k. seal jo ek baar toot jaye woh jo nahi skti, woh jo nahi skti.",औरत की है सील जो एक बार टूट जाए जो जोड़ नहीं सकती,"Aurat ki seal jo ek baar toot jaye woh jo nahi sakti, woh jo nahi sakti.",val_error,obfuscation,0.8845,0,0.9,0.0136,hard_aug
synth-val-3899-mix_english_heavy,train,0,"Aurat ki seal jo ek baar toot jaye, jo joint nahi sakti, jo joint nahi sakti.",औरत की है सील जो एक बार टूट जाए जो जोड़ नहीं सकती,"Aurat ki seal jo ek baar toot jaye woh jo nahi sakti, woh jo nahi sakti.",val_error,mix_english_heavy,0.7796,0,0.9,0.1202,hard_aug
synth-train-20014-mix_english_heavy,train,0,"Aise people jo police mein nahi fit hain unki soch kya hai, unko straight death sentence di jaye, kya unki baare mein hum kuch sochte hai?",ऐसे  लोगो को तो पुलिस में  नहीं  सीधा  मोत की सजा  दे देनी चाहिए  वो  सोच ते क्या  दुसरो के बारे  में  तो हम कु सोचे,"Aise log jo police mein nahi, unko straight death sentence di jaye, unki soch kya hai, dusron ke baare mein to hum kuch sochte hai",train_error,mix_english_heavy,0.8491,0,0.9,0.7176,hard_aug
synth-train-20094-obfuscation,train,0,Lagta hai s@ar h@i,लगता है सुअर है,Lagta hai suar hai,train_quarantine,obfuscation,0.7217,0,0.9,0.0162,hard_aug
synth-train-8945-paraphrase,train,1,"Raat me meri baat sun ke so jao, khidki thoda ari se khol ke so jao, main tumhare sapne me aane wali hu, toh thodi jagah chhod ke so jao. Good Night 🦅◤✞Mr.India✞◥🦅","💐🌺🍀🌷🌴🌼☘🌷💐🌻🌺 रात को मेरा नाम ले के सोया करो, खिड़की को थोड़ा खोलकर के सोया करो, हम आयेंगे तुम्हारे सपनो में, इसलिए थोड़ी जगह छोड़ के सोया करो। Good Night 💐🌺🍀🌷🌴🌼☘🌷💐🌻🌺 🦅◤✞𝕸𝖗.𝖎𝖓𝖉𝖎𝖆✞◥🦅💐🌺🍀🌷🌴🌼☘🌷💐🌻🌺 रात को मेरा नाम ले के सोया करो, खिड़की को थोड़ा खोलकर के सोया करो, हम आयेंगे तुम्हारे सपनो में, इसलिए थोड़ी जगह छोड़ के सोया करो। Good Night 💐🌺🍀🌷🌴🌼☘🌷💐🌻🌺 🦅◤✞𝕸𝖗.𝖎𝖓𝖉𝖎𝖆✞◥🦅","Raat ko mera naam le ke soya karo, khidki ko thoda khole ke soya karo, hum ayenge tumhare sapnon mein, isliye thodi jagah chhod ke soya karo. Good Night 🦅◤✞Mr.India✞◥🦅",train_quarantine,paraphrase,0.5621,1,0.9,0.0052,hard_aug
synth-train-5012-obfuscation,train,0,Dekho kaise hindu logo ko m@okh bana diya jata hai,देखो हिंदुओं को कैसे मूर्ख बनाया जाता है,Dekho kaise hindu logo ko mookh bana diya jata hai,train_error,obfuscation,0.9423,0,0.85,0.6207,hard_aug
synth-train-10023-mix_hindi_heavy,train,1,"Do saal ke baad car ko band kar diya jata hai, usi tarah govt job wale ko bhi 10 saal ke baad band kar diya jaye.",10 साल के बाद में कार को बंद कर रहे है उसी प्रकार 10 साल के बाद में सरकारी नौकरी करने वाले को भी बंद कर देना चाहिए,"10 saal ke baad me car ko band karne wala hai, usi tarah 10 saal ke baad government job wale ko bhi band kar diya jaye.",train_error,mix_hindi_heavy,0.875,1,0.8,0.5213,hard_aug
synth-train-11667-paraphrase,train,0,"Ha yar randi rakshas raj kar raha hai, kaha se pujapur paath hoga jo hame bhi nahi ja raha hai. Sabko kuch nahi mela, mera to chhine le gaye randi rajchaasne ki puri biradri mana raha hai. Puri biradri tabhi to pujapur shuru hoga.",हां यार रंडी राक्षस राज कर रहे हैं पूजा-पाठ कहां से हो जाएगा हमारे भी नहीं जा रहे हैं सब को सब कुछ नहीं मिला मेरा तो छीन ले गए रंडी राजचासन की पूरी बिरादरी माननी है पूरी बिरादरी जब होगी पूजा शुरु सब क,"Ha yaar randi rakshas raj kar rahe hain, pooja-paath kahan se hoga jo hame bhi nahi ja raha hai. Sab ko kuch nahi mila, mera to chhiin le gaye randi rajchaasne ki puri biraderi manani hai. Puri biraderi jab hoga to pooja shuru sab ko.",train_quarantine,paraphrase,0.8088,0,0.95,0.9977,hard_aug
synth-train-10185-paraphrase,train,1,Aajkal ke students = 2 ghanta T.V. → 3 ghanta Facebook → 12 ghanta WhatsApp → 1 ghanta so jaate hai → 6 ghanta padhai → Pata nahi aapko maalum hai ki aap bhi to social media me hi time waste kar rahe ho 😆😆😆😆😆😆😆😆😆😆,आजकल के विद्यार्थी =  📺 T. V.               →    2 घंटा  🎭 Facebook     →    3 घंटा  📲 WhatsApp    →    12 घंटा  👬 मित्र                  →    1 घंटा  😴 सोना                →    6 घंटा  📖 पढ़ाई               →      🔔    बुरा मत मानो क्योंकि आप इस समय भी तो सोशल मीडिया ही चला रहे हो  😆😆😆😆😆😆😆😆😆😆,Aajkal ke vidyaarthi = 📺 T.V. → 2 ghanta 🎭 Facebook → 3 ghanta 📲 WhatsApp → 12 ghanta 👬 mitra → 1 ghanta 😴 soona → 6 ghanta 📖 padhai → 🔔 Buraa mat maano kyunki aap is samay bhi to social media hi chala rahe ho 😆😆😆😆😆😆😆😆😆😆,train_error,paraphrase,0.8169,1,0.95,0.0296,hard_aug
synth-train-5870-paraphrase,train,1,"Bhabhi ji, yaar kya ho raha hai tumse?",भाभी जी क्या खूब हो,"Bhabhi ji, kya ho raha hai aapke saath?",train_error,paraphrase,0.6667,1,0.95,0.852,hard_aug
synth-val-5407-obfuscation,train,0,Dele5e karo suvar ke,डिलीट करो सुवर के,Delete karo suwar ke,val_error,obfuscation,0.7,0,0.8,0.2638,hard_aug
synth-train-4909-paraphrase,train,0,"Bolo apni maa se, gufa wale, meri baap ka bhi le, man bhara hai toh🤣🤣🤣🤣🤣",अपनी मां से बोलना गुफाओं से मन भर गया हो तो मेरे बाप का भी lele🤣🤣🤣🤣🤣,"Apni maa se bolna, gufa wale, meri baap ka bhi lele, man bhara hai toh🤣🤣🤣🤣🤣",train_quarantine,paraphrase,0.929,0,0.9,0.7599,hard_aug
synth-val-2118-paraphrase,train,1,"Jab ishq shuruaat ho jata hai tab ma-baap ko kuch nahi pata, jab dil kheens ho jata hai tab to darra aandar se mar deta hai. Kisi bacche, ladki ka, ladka ka, ma-baap ke jismein lag kar rote hain, sirf ped ya bathroom mein takia ke piche raat ko chup chup rote hain.",जब इश्क होता ना मां बाप को नहीं पता होता जब दिल टूटता है ना तो दर्द अंदर ही अंदर घुट के मार देता है कोई बच्चा कोई लड़की कोई लड़का मां बाप के सीने से लगी कोई रोता सिर्फ पेड़ या बाथरूम में रात को तकिए के छुप छुप के रोना पड़ता है,"Jab ishq hota hai toh ma-baap ko kuchh nahi pata, jab dil toot jata hai tab toh darra andar hi andar ghus kar mar deta hai. Koi baccha, koi ladki, koi ladka, ma-baap ke seen se lag ke rota hai, sirf ped ya bathroom mein raat ko takia ke pic",val_error,paraphrase,0.8147,1,0.95,0.0209,hard_aug
synth-train-13336-obfuscation,train,0,"Fakey ke ammi kehte the ch0rAi bad hai, phir bhi g@hne ch*r ke le gaya 😂😂😂😂😂🤪",फेकू की अम्मी कहती थी चोरी करना बुरी बात हे फिर भी गहने चुरा कर ले गया 😂😂😂😂😂🤪,"Fakey ke ammi kehte the chorai bad hai, phir bhi gahane chor ke le gaya 😂😂😂😂😂🤪",train_quarantine,obfuscation,0.8736,0,0.85,0.9448,hard_aug
synth-val-5364-mix_english_heavy,train,0,Jute se hi masjid band ho jaye toh better,जूतियां मस्जिद बंद हो जाए वही अच्छा,Jute se masjid band ho jaye wahi achha,val_error,mix_english_heavy,0.684,0,0.9,0.1979,hard_aug
synth-train-9789-obfuscation,train,0,"Kya baat hai ye pr sre sura jma hai jo a@la hola lodh@, jai shree ram",क्या बात है यह पर सारे सूअर जमा है जो अला हो लोड़ा        जय श्री राम,"Kya baat hai ye par sare sura jam hai jo ala hola lodha, jai shree ram",train_quarantine,obfuscation,0.8285,0,0.9,0.0292,hard_aug
synth-val-2669-paraphrase,train,1,Kuchh Chinese ya china jaise log hamari Indian army ka kuchh nahi todh payenge.,कुछ चीनी ओर कुछ चाइना जैसे लोगो हमारी इंडियन आर्मी का कुछ नहीं बिगड़ा पाएंगे,Kuchh Chinese or china jaise log hamari Indian army ka kuchh nahi bigad paayenge.,val_error,paraphrase,0.8776,1,0.9,0.2377,hard_aug
synth-train-11467-paraphrase,train,0,"Beti ladkon se important hoti hai, har kam me beti ko pyar karna. Kuch samay aapke saath rehti hai, phir dusre ke ghar chali jati hai.",बटी लडको से अहम होती है हर काम में बटी को प्यार करना कुछ समय आपके साथ रहती है फिर दूसरे की घर चली जाती हैं,"Beti ladkon se aham hoti hai, har kam me beti ko pyar karna. Kuch samay aapke saath rehti hai, phir dusre ke ghar chali jati hai.",train_quarantine,paraphrase,0.9581,0,0.8,0.0126,hard_aug
synth-train-7393-obfuscation,train,0,N@ngi ho j@ jab aur j@yda achcha l@gega,नंगी हो जा जब और जायदा अच्छी लगेगी,Nangi ho ja jab aur jayda accha lagega,train_quarantine,obfuscation,0.6121,0,0.9,0.0234,hard_aug
synth-train-884-paraphrase,train,0,"Bhut sexy hai, jada hot hai, kisi ne to thanda kardo ise.",बहुत सेक्सी है ज्यादा हॉट है इसको ठंडा करो कोई,"Bahut sexy hai, jyada hot hai, isko thanda kar do koi.",train_quarantine,paraphrase,0.7025,0,0.85,0.2805,hard_aug
synth-train-12397-contrastive,train,0,Aisa chutkula bhejo ki man bha jaye Banty Sen ke naam se phir na kare,ऐसा चुटकुला भेजो कि मन भा जाए बंटी सेन के नाम से,Aisa chutkula bhejo ki man bha jaye Banty Sen ke naam se,train_error,contrastive,0.9093,0,0.8,0.0436,hard_aug
synth-val-3119-paraphrase,train,0,Hey ek pagal rey,ही ऐक पागल,Hey ek pagal,val_error,paraphrase,0.8845,0,0.85,0.241,hard_aug
synth-train-12546-paraphrase,train,1,Kanddi wale ki khaansi to badi gari ho jayegi,कंजडी वाड की खांसी बड गरी होगी,Kanddi wale ki khaansi badi gari hogi,train_error,paraphrase,0.8409,1,0.8,0.9634,hard_aug
synth-val-933-paraphrase,train,0,xxxnx karna yai wala ka 😍😍🥰,😍😍😍🥰 xxxnx करायला येऊ का😍😍😍,xxxnx karna yeh wala ka 😍😍😍🥰,val_error,paraphrase,0.8476,0,0.95,0.9925,hard_aug
synth-train-17022-mix_hindi_heavy,train,1,"Main saam mein baat karta hun, dukan ke saamana ki gadi a gayi hai, saman utarna wale larki hai nahi.","साम में बात करुगा ,दुकान के सामान की गाड़ी आ गयी है समान उतरबा दू लड़के है नही","Main saam mein baat karta hun, dukan ke saamana ki gadi a gayi hai, saman utarwale ladke hai nahi",train_error,mix_hindi_heavy,0.9217,1,0.95,0.0442,hard_aug
synth-train-13143-paraphrase,train,0,Garam ho rahi hai saali,गरम आती है साली,Garam aati hai saali,train_quarantine,paraphrase,0.6994,0,0.95,0.3639,hard_aug
