row_id,split,label,text,hindi_text,hindi_abuse,hinglish_abuse,score_delta,attempts
train-6354,train,1,"Jay Mata Di, sabko shanti do maan",जय माता दी सबको शांति दो मां,0.005,0.005,0.0,1
train-17117,train,0,"Sala akal ki paidaish, kida kahan ka 😡😡😡","साला अकाल की पैदाइश ,,,,,कीडा कही का😡😡😡",0.9986,0.9794,0.0192,1
train-18362,train,0,Isi ko kehhte ho purane kapde utarwaka sirf ch### ddi wapas karna,इसे ही कहते हो पूरे कपडे उतरवाके सिर्फ च###  ड्डी वापस करना,0.9986,0.9983,0.0003,1
train-18943,train,1,"Bakri uski maa hai, woh bakri ka baccha hai, budde ne pala hai",बकरी उसकी माता है वह बकरी का बच्चा है बुड्ढे ने पाला है,0.9522,0.0206,0.9316,1
train-6101,train,0,"Video banane wale logo ko sharm aani chahiye, hum to sirf duty karte hai. Usse agar kisi ko itraz hai to hume koi fark nahi padhta. Hum konsa khud jake ladkiyon ki video banaate hai? Woh khud hi banake upload karte hai.",वीडियो बनाने वालों को शर्म आनी चाहिए हम तो खाली सिर्फ ड्यूट करते हैं उससे अगर किसी को एतराज है तो हमें कोई फर्क नहीं पड़ता हम कौन सा खुद जाकर लड़कियों की बनाते हैं वीडियो वह खुद ही बनाकर अपलोड करती है,0.9662,0.9977,-0.0314,1
train-5550,train,1,Kaise ho ji,कैसे हैं जी,0.0052,0.0053,-0.0001,1
train-18247,train,1,"Itni nafrat paalke tum sirf humein strong hi kar sakte ho, kamjor to na the, na hai, na honge insa Allah #AllahuAkbar","इतनी नफ़रत पालकर तुम सिर्फ़ हमें मज़बूत ही कर सकते हो,कमजोर तो ना थे,ना हैं,ना होंगे इंशा अल्लाह    #𝗔𝗹𝗹𝗮𝗵𝘂𝗔𝗸𝗯𝗮𝗿",0.0064,0.0106,-0.0042,1
train-16662,train,0,Bhosdi wali thoda to shame karo,भोसड़ी वाली थोड़ा तो शर्म कर ले,0.9993,0.999,0.0003,1
train-19014,train,1,"Idhar👉 #Baat na banaye to #Udhar #_Try 🤰 mare hai, hum #Kamine hain 😍 jaaneman haar #kahan 💪 maante hain !!","इधर👉 #बात ना बने तो #उधर #_Try🤨 मारते है, हम #Kamine है 😍जानेमन हार #कहाँ 💪मानते है !!",0.0084,0.9754,-0.967,1
train-8189,train,0,Dono ke dono no.1 haramee hai,दोनो के दोनों एक नंबर के हरामी है,0.999,0.9977,0.0014,1
train-15613,train,1,Kisi rehga to kisi mode par chalna padega me,किसीं रहा मै किसीं मोड पर कही चल नां दे म,0.0064,0.5519,-0.5455,1
train-4814,train,1,Haan... mushrooms toh bahut hai... par 50 rupees ka packet ho gaya hai 😁😁😁😂😂,हां. …...मशरूमतो बहुत है.... पर 50 रूपए का पैकेट हो गया है😁😁😁😂😂,0.0237,0.0113,0.0124,1
train-17265,train,1,Un sabhi behno ko Karva Chauth ki bohot si subhkamnaaye jo ki raat ko chor chor ke chhat par ja kar apne boyfriend ka chehra chand ke saamne phone me dekhte hain,उन सभी बहनों को करवाचौथ की ढेर सारी सुभ कामनाये जो कि रात को  चोरी से छत पर जाकर अपने बॉयफ्रेंड का चेहरा चाँद के सामने फोन में देखें,0.0062,0.9963,-0.9901,1
train-2040,train,1,Super se bhi upar 💥🔥💥💥💥💥🌟🌟🌟🌟🌟⚡💥🔥🔥🔥,सुपर से भी ऊपर 💥🔥💥💥💥💥🌟🌟🌟🌟🌟⚡💥🔥🔥🔥,0.0042,0.0043,-0.0,1
train-16942,train,0,"Dob mar chullu, pani me tera jaisa koee nahi rakhata, naurani bhi nahi, kuttiya aisa na dekha jamaney ko, tum kitni bhi shame hai",डूब मर चुल्लू भर पानी में तेरे जैसे को रखते कोई नौकरानी भी नहीं कुत्तिया ऐसे ना देखा जमाने को तू कितनी भी शर्म है,0.9988,0.9916,0.0072,1
train-18068,train,0,"Aata hai maza, aata hai dard, hota hai pain.",आ जाता है मजा आता है दर्द होता है,0.0585,0.0051,0.0534,1
train-5358,train,1,Sawal ye hai ki mere dat tut gaye hai,सवाल यह है कि मेरे dat tut gaye hai,0.0049,0.0163,-0.0113,1
train-18471,train,0,"Jo bhi ho janaavar ya insaan, jab maut piche hoti hai to aisa hi bhagta hai",कोई भी हो जानवर या इंसान जब मौत पीछे होती है तो ऐसा ही भागता है,0.8856,0.974,-0.0885,1
train-10999,train,0,"Sharm karo, joke meh Bhagwan ko kyun laate ho",शर्म करो मजाक मे भगवान को क्यो लाते हो,0.9986,0.9723,0.0263,1
train-11221,train,1,"Aap sabko Navratri ki hardik shubhkamnaayein, Durga Ma ki kripa aap sab par bani rehaye 🌹🙏🌹",आप सभी को नवरात्रि की हार्दिक शुभकामनाएं दुर्गा माँ की कृपा आप सब पर बनी रहे 🌹🙏🌹,0.0043,0.05,-0.0457,1
train-4555,train,1,"Plz in sab ka support na kare. Rajneeti ke party apna matlab nikalta hai, BJP ki sarkar sabko lekar chalti hai. Aapke liye hi teen talak ko band kiya gaya tha na, bahut saalo baat achhi party aayi hai jo desh ko lekar chal rahi hai",प्लीज इन सब का स्पोर्ट ना करे । राजनीतिक पाटिया अपना मतलब निकलती है बीजेपी की सरकार सभी को ले कर चलती है। आपके लिए ही तीन तलाक को बंद किया गया था  ना बहुत सालो बात अच्छी पार्टी आई है जो देश को ले कर चल रही है,0.013,0.04,-0.027,1
train-16404,train,0,"Abey moti sudhar ja, nahi to dal dunga andar phat jayegi",अबे मोटी सुधर जा नहीं तो डाल दूंगा अंदर फट जाएगी,0.9979,0.9975,0.0004,1
train-4041,train,1,"Shadi ki badhai ho, sali bhi free hai kya","शादि कि बधाई हो ,साली भी फ्रि है क्या",0.0046,0.0281,-0.0236,1
train-11944,train,0,Bhosdi ke teri ma ki chut,भोसड़ी के तेरी मां की च**,0.9993,0.9993,-0.0,1
train-6578,train,1,"Baba Bolay ki daya hai bhai, thode se aur like karte ho",बाबा भोला की दया है भाई थोड़े से और लाइक करते हो,0.005,0.0507,-0.0457,1
train-3751,train,0,"Mandir par insaan doodh chadhane ke liye jata hai, woh bahuta hua naali me jata hai, usko kutta chat raha hota hai lekin gareeb insaan bhuk ke maare tadrp raha hai, usko koi pet bhare kar khana nahi khilate hai. Bataye bhagwan humko dega ya hai hum bhagwan ki baithak humko bataye, iska jawab dijaye. Bhagwan se hum maangte hain ya bhagwan ko dete hain. Bhagwan ne yeh kaha hai sabki madad karo sabki madad.",मंदिर पर इंसान दूध चढ़ाने के लिए जाता है वह बहता हुआ नाली में जाता है उसको कुत्ता चाट रहा होता है लेकिन गरीब इंसान भूख के मारे तड़प रहा हूं उसको कोई नहीं पेट भर कर खाना नहीं खिलाता है बताइए भगवान हमको देगा यह हम भगवान की बैठक हमको बताइए इसका जवाब दीजिए भगवान से हम मांगते हैं यह भगवान को देते हैं भगवान ने यह कहा है सबकी मदद करो सबकी मदद,0.8752,0.9458,-0.0706,3
train-7277,train,0,Madarchod bhosadi ke amma chodh de,माधरचोद भोसडी के अम्मा chodh de,0.9993,0.9993,-0.0,1
train-11317,train,1,Sach me breakup ho gaya kya,सच में ब्रेकअप हो गया क्या,0.0052,0.0128,-0.0076,1
train-1933,train,0,Dil toh karta hai ki jis jagah dikhta hai wahi pe madarchod ko goli mar deta hai,दिल तो करता है की जिस जगह दिख जाए वही पे madarchod को गोली मार दू,0.9992,0.9993,-0.0001,1
train-1288,train,1,Upar wali jane,उपर वाली जाने,0.0057,0.0087,-0.003,1
train-5226,train,0,"To aalu se sone nikalne wale ghadhe ko PM bana diya, aur Modi ji duniya ke sabse best PM hain, tum jaise char kodi ke logo ko unki kemat kya? Jaisi hasiat, waisi soch!!!","तो आलू से सोना निकाल ने वाले गधे को pm बनाये,और मोदीजी विश्व के सबसे बेहतरीन pm है , तुम जैसे चार कौड़ी के लोगो को उनकी कीमत क्या ? जैसी हैसियत वैसी सोच !!!",0.9981,0.9031,0.0949,1
train-14108,train,1,Sitare apko sulane ke liye bheja gaya hai; chand aaya hai apko lori sunane ke liye; so jao meetha khwaabon mein ap; subah suraj ko bhejenge apko jagane ke liye. Shubh raatri! (Good Night),सितारों को भेजा है आपको सुलाने के लिए; चाँद आया है आपको लोरी सुनाने के लिए; सो जाओ मीठे ख़्वाबों में आप; सुबह सूरज को भेजेंगे आपको जगाने के लिए। शुभरात्रि! (Good Night),0.0051,0.0126,-0.0076,1
train-2081,train,0,"Bharat ko Hindu rashtr banane ki zaroorat hai. Ho gayega. Hindu abhi samay hai, na baccho jaise ek dusre ka saath do. Hindu ek ho jao, nahi to vo samay door nahi jab gulaam ban jayenge. Jay shree ram 🚩Jay hindu rashtr 🚩Jay sanatan sanskriti🚩🚩🔥",भारत को हिंदू राष्ट्र घोषित करना ही। होगा  हिंदुओ अभी भी समय है बाकचोदी ना करते हुए एक दूसरे का साथ दो हिंदुओ एक हो जाओ नहीं तो वो समय दूर नही जब गुलाम बन जाओगे  जय श्री राम 🚩जय हिंदू राष्ट्र 🚩जय सनातन संस्कृति🚩🚩🔥,0.9991,0.9647,0.0344,1
train-10658,train,1,"Kahan se ho bhai, aapka kon sa village hai",कहां से हो भाई कौन सा गांव है आपका,0.0059,0.0129,-0.007,1
train-1787,train,1,Tu pyar karegi ki na humse,तू प्यार करेगी कि नa हमसे,0.0071,0.0351,-0.028,1
train-13771,train,0,"Abe pagal logo, kam se kam sankh ki toh bejate mat karo",अबे पागल लोगो कम से कम शंख की तो बेजती मत करो,0.9881,0.9971,-0.009,1
train-3416,train,1,"Jahan dekho ishq ke beemar baithaye hain, laakhon mar gaye, hazaron taiyaar baithaye hain. Arey barbaad hote hain ladkiyon ke piche aur kahate hain ki hum be-rojgar baithaye hain.","जहां देखो इश्क के बीमार बैठे हैं लाखों मर गए हजारों तैयार बैठे हैं अरे बर्बाद होते हैं लड़कियों के पीछे और कहते हैं कि हम बेरोजगार बैठे हैं,,",0.0228,0.0362,-0.0134,1
train-1853,train,0,"Nachne kudne wala jo man me aaye wahi karo, chote chote kapde mat pahena",नाचो कूदो जो मन में आए वह करो कि छोटे छोटे कपड़े मत पहना,0.9987,0.9988,-0.0,1
train-2260,train,0,Aise chutiye kahan se paaye jaate hain l,ऐसे चुतीये  पैदा कहां से होते हैं l,0.9992,0.9992,-0.0001,1
train-1939,train,0,Hains ke aage been bajana 😁,भैंस के आगे बीन बजाना 😁,0.2449,0.9315,-0.6867,3
train-7390,train,0,"Abe bhadwe sale, Yogi ji sant hai bhadwe chutiye sala, Akhilesh Yadav toti chor hai sala, mullon ki najas olad Akhilesh",अबे भड़वे साले योगी जी संत है भड़वे chutiye साला अखिलेश यादव टोटी चोर है साला मुल्लो का नाजायज ओलाद अखिलेश,0.9993,0.9992,0.0,2
train-4521,train,0,"Lorde ki izzat rehne wali hai, behen chod me kya, sale kya kar raha hai re, kute se pyar karega kya lorde ka baccha",लोड़े की इज्जत रहेगी बहन चोद में क्या साले क्या कर रहा है रे कुत्ते से प्यार करेगा क्या लोड़े का बाल,0.9993,0.9992,0.0001,1
train-3488,train,1,"Very good, bahut accha",वेरी गुड बहुत अच्छा,0.0049,0.0051,-0.0003,1
train-12418,train,0,Bhos di ke jab teri behan ki chut mei taqat hi nahi hai to kyun jija ko post mei tag kiya,भोस डी के जब तेरी बहन की चू त में ताकत ही नही है तो क्यों जीजा को पोस्ट में टैग किया,0.9993,0.9993,0.0,1
train-18875,train,0,"Bhootnike yahan bhi a gaya rajneeti karne, aaya kya thugayya",भूतनिके यहा भी आ गया राजनीति करने 👎आक थु 👎👎👎,0.9989,0.9957,0.0032,1
train-16108,train,0,Arey bhosdi ke bacane wala to video bana raha hai,अरे भोसड़ी के बचाने  का तो वीडियो बना रहा है,0.9992,0.9992,0.0,1
train-13668,train,1,"Ravan jab sare astr-shastr chalake thak raha tha tabhi Kumbhakarna ko jagaya gaya tha 😊 hijab, Ram Rahim, chunav","रावण जब सारे अस्त्र-शस्त्र चलाकर थकने लगा था तभी कुंभकरण को जगाया गया था 😊 हिजाब, राम रहीम, चुनाव",0.0067,0.9903,-0.9836,1
train-11867,train,0,Doodh me kya kiya hai bhenchod,दूध में किया हैं साली,0.9981,0.9993,-0.0011,1
train-2979,train,0,Ghar me to kutte bhi sher banate hai,घर मे तो कुत्ते भी शेर बनते है,0.9873,0.9932,-0.0059,2
train-17120,train,1,"Veena lekar haath mein, Saraswati ho aapke saath mein mile maan aashirwad aapko har din, har waar ho mubarak Basant Panchami ka tyohar 🙏Happy Basant Panchami 🙏","वीणा लेकर हाथ में, सरस्वती हो  आपके साथ में  मिले माँ आशिर्वाद आपको  हर दिन, हर वार हो  मुबारक बसंत पंचमी का त्यौहार   🙏हैप्पी बसंत पंचमी 🙏",0.0044,0.0219,-0.0175,1
train-19238,train,1,Choli mein aloo daalke bahut ghum rhe hai bala 😼,चोली में आलू डालकर बहुत घूम रहे हैं बालक😼,0.0086,0.8209,-0.8123,1
train-18584,train,0,"Sahe, sabki apni apni pasand hoti hai, kisi ko peri pasand hai to kisi ko chudaal. Meri to peri hi pasand hai.","सही है, सबकी अपनी अपनी पसंद है, किसी को परी पसंद है तो किसी को चुडैल। मुझे तो परी पसंद है।",0.9966,0.9982,-0.0017,1
train-19923,train,1,"Duniya ka har shauk palna nahi jata, glass ke khilone ko uthalna nahi jata, mehnat karte hue ho jata hai har muskil asaan, kyunki har kaam takdeer par tola nahi jata!! ❣️❣️❣️❣️❣️❣️❣️","दुनिया का हर शौक पाला नहीं जाता, कांच के खिलौनों को उछाला नहीं जाता, मेहनत करने से हो जाती है हर मुश्किल आसान, क्योंकि हर काम तक़दीर पर टाला नहीं जाता !!    ❣️❣️❣️❣️❣️❣️❣️",0.0044,0.0044,-0.0,1
train-6139,train,0,"Band karna hi h to porn xx ko karo, kam se kam baccha to nahi hoga",बंद करना ही ह तो porn xx को करो कम से कम बलात्कार तो नही होंगे,0.999,0.9991,-0.0001,1
train-6387,train,0,"Yeh bohot purana video hai. Voting aayegi to sab bahar nikalenge. Palghar me sadhu sant ki hatya hui woh nahi pata, bhool gaye? BJP ko harana wala hindu nahi hoga.",बहुत पुराना व्हिडिओ हैं वोटींग आयेगी तो सब बाहर निकलेंगे पालघरमे साधु संत की हत्या हुई वो नही पता भुल गये बि जे पी को हरानेवाला हिंदू नही होगा,0.9978,0.9969,0.0009,1
train-3261,train,1,"Dosti ka pahla paigham tumhara naam, zindagi ki akhri sas tumhara naam, reh sakegi salamat ye dosti apni, isko salamat rakho apna kaam... 😄","👫 दोस्ती का ☝ पहला पैगाम 👸👈 आपके नाम, 😍 जिंदगी की आखरी 💀 सांस 👸👈 आपके नाम, रहे 👌 सलामत यह 👫 दोस्ती 💞 अपनी, इसे 💞 सलामत ✔ रखना 👸👈 आपका काम.....😉😉😉",0.0049,0.987,-0.9821,1
train-3108,train,1,"Aapka video hamen bahut pasand aaya, aapka dost MD Shamiem Bhagalpur Bihar <number> hamen aapka message ka intezar rahega, good night",आपका वीडियो हमें बेहद पसंद आया आपका दोस्त एमडी शमीम भागलपुर बिहार  <number> हमें आपका मैसेज का इंतजार रहेगा गुड नाइट,0.0043,0.0077,-0.0034,1
train-16696,train,0,Maa ki larki kaisa sanskaar hai,मादरजात कैसा है संस्कार,0.9985,0.9723,0.0262,1
train-1564,train,0,"Gyan pelne wale bhonsdi wale door reh, kyunki ye video fun ke liye banaya gaya hai",ज्ञान पेलने वाले भोंसड़ी वाले दूर रहे कियोंकि ये विडियो मजाक के लीये बना है,0.9992,0.9989,0.0003,1
train-14643,train,1,Jeevan me itna successful ya muskil se jaise insaan bano ke log aapko paane ke liye black magic chalaaye😂🙆‍♂️😜😜😜😁😁,जीवन में इतने सफल या खूबसूरत इंसान बनो.. कि लोग आपको पाने के लिये  काला जादू टोना करवाएं😂🙆‍♂️😜😜😜😁😁,0.005,0.0262,-0.0211,1
train-6053,train,0,Teri maan kutte ki pilli hai,तेरी मां कुत्ते के पिल्ले,0.9987,0.9982,0.0005,1
train-6592,train,0,"Ladki muskurati hai to ladka hi padta hai na, ladki ko thoda na pata hai ki thoda dimag wali bhi baat karo na.",लड़की मुस्कुराती है तो लड़का ही पड़ता है ना लड़की को थोड़ी ना पता है कि थोड़ा दिमाग वाली भी बात कर लिया करो,0.9859,0.9569,0.029,1
train-7719,train,1,"Teri khud seur ka chehra lekar beauty parlor me chutti hai, chand banane ke liye takay ladko ko apni or attar kar sake. Agar itna sherini bane ka shauk hai to is desh ke sarhad par ladr rahi hoti. Sherini bas tum ladkiya apne ghar tak hi ho.",खुद सूअर का चेहरा ले कर ब्यूटी परलल में घुसती है चांद बनने के लिए ताकि सड़क पर लड़को को अपनी ओर आकर्षित कर सकू। अगर इतना ही शेरनी बनने का शौक होता न तो इस देश के सरहद पर लड़ रही होती। शेरनी बस तुम लड़किया अपने घर तक ही हो।,0.9961,0.9991,-0.003,1
train-830,train,1,Hum dekhi... pary ful badmashiy karda... tu haye Allah 😱,हम देखि ...पेरी फुल बदमाशी करदा ...तू हाये अल्ल्ह 😱,0.0061,0.0052,0.0009,1
train-13272,train,1,Pelan Das ki bai 💋,पेलन दास की बीवी 💋,0.0059,0.0281,-0.0222,1
train-2298,train,1,Hum bhi Yash Patidar he bol rahe hain Jawra se,हम भी यश पाटीदार ही बोल रहे हैं जावरा से,0.0136,0.013,0.0006,1
train-12361,train,0,"Maine toh bar bar sahaara milta hai, par non sense jaisa milta hai. Vo bhi tute la futela kanch jaisa quick fix se chipakna padta hai.",मुझे तो बार बार  सहारा  मिलता हे   पर  नोंन सेंस  जैसा  मिलता हे   वोह  भि  तुटेला फुटेला कांच जैसा    क्विक फिक्स  से चिपका ना पड़ता हे,0.9607,0.8925,0.0682,1
train-12424,train,0,Is shape ka kutta maine apne mohalla me dekha hai 😂 😄 😃 Bhai to nahi dono ye,इस शक्ल का कुत्ता मैने अपने मोहल्ले मे देखा है🤣😀😃 भाई तो नहीं दोनो ये,0.9783,0.9608,0.0175,1
train-10553,train,0,"Bhosri ke kya content banate hai, kantaap ke neeche jhanpat padne chaiye aise sutiyon ko",भोश्री के क्या कन्टेन्ट बनाते हैं कन्टाप के नीचे झन्नाट पडने चाहिए ऐसे सुतियों को,0.9991,0.999,0.0001,1
train-12027,train,1,Aap kahan se ho,आप कहा से ho,0.0054,0.0053,0.0001,1
train-12397,train,1,Aisa chutkula bhejo ki man bha jaye Banty Sen ke naam se,ऐसा चुटकुला भेजो कि मन भा जाए बंटी सेन के नाम से,0.0214,0.9992,-0.9779,1
train-17983,train,1,"40 kg kya, ye 400 kg sona apne paas rakho tab bhi koi jyada nahi hai",40 किलो क्या यह 400 किलो सोना अपने पास रख ले तब भी कोई ज्यादा नहीं है,0.0181,0.9572,-0.9391,1
train-4641,train,1,Kapda to rajsthani he chauklaage,कपड़ा तो राजस्थानी ही चौकलागे,0.0372,0.014,0.0232,1
train-14499,train,0,"Kya karu jo gai thi woh ab lat marne laga di hai, dudh nahi nikal rahi hai, isliye chai nahi ban rahi hai, aap hi humare ghar ake pila do",क्या करूं जो गाए  थी वह अब अब लात मारने लगी है दूध नहीं निकाल  देती इसीलिए चाय नहीं बनती हमारे घर पर आप ही पिला दो,0.9974,0.9658,0.0316,1
train-666,train,0,Itna bada toh bahut chhota hai aur bada hona chahiye,इतना बड़ा तो बहुत छोटा है और बड़ा होना चाहिए,0.0947,0.0366,0.0581,1
train-5909,train,1,"Nahi bhulenge re baba, apna number to de tu",नही भूलेंगे re बाबा तू अपना नम्बर तो दे,0.007,0.0148,-0.0078,1
train-16749,train,1,"Mere rishtedar jab bhi aate hai to kahate hai ""kuch khaya karo, kamjor ho gaye ho"". Fir maine unke 50 hazaar rupee khal diye, ab sale gaoon mein panchayat karte palkhe palkhe ghum rahe hain 😂","मेरे रिश्तेदार जब भी आते कहते कुछ खाया कर कमजोर हो गये हो, फिर मैंने उनके 50हजार रू खा लिए, अब साले गांव में पंचायत करते घूम रहे हैं 🤔😂",0.019,0.0365,-0.0175,1
train-1931,train,0,Bahut haraami ho,बहोत हरामी हो,0.9989,0.9779,0.021,1
